id_x,name,id_pelicula
9068,Kadokawa Shoten Publishing Co.,12242
12657,Production I.G.,159403
21503,Project Eva,22701
21504,Star Child Recording,137475
2499,The Kushner-Locke Company,51848
6973,Les Armateurs,236417
7466,Radio Télévision Belge Francophone (RTBF),195589
8175,Monipoly Productions,227425
16804,France 3 Cinema,258096
189,ARP Sélection,16931
356,TF1 Films Productions,38281
886,Kinokompaniya CTB,195522
13205,Nikola Film,54281
333,Original Film,127585
506,Newmarket Capital Group,215407
10471,Columbia TriStar Television,54280
33,Universal Pictures,54284
598,Team Todd,54306
7429,HBO Films,54307
3475,Walt Disney Television Animation,113154
255,Paradis Films,260202
354,Orly Films,260339
19858,Shanghai Film Group Corporation,5157
26492,Jet Tone Films,177677
3224,Third Costa,255268
8724,Australian Film Finance Corporation (AFFC),128841
11840,Film Victoria,82881
90114,G.O. Films,187017
9255,Toei Company,82702
429,DC Comics,26480
2785,Warner Bros. Animation,133558
2811,Neo Art & Logic,184098
7405,Dimension Films,91314
3269,Creative Thinking International Ltd.,218836
2105,Thura Film,119450
82,Renn Productions,259233
104,Canal Plus,30146
1992,La Petite Reine,238636
3823,TF1 Films Production,118340
8006,Chez Wam,138103
18367,Centre National de la Cinématographie (CNC),150897
22182,KC Medien,56329
22370,Katharina,47401
74807,"Toho Pictures, Inc.",26566
35,Lions Gate Films,242088
3214,Daiei Motion Picture Company,57331
9221,Toei Video Company,243683
9222,Excellent Film,284711
35,Lions Gate Films,98566
768,Ghost House Pictures,59701
47356,Sweetwater AB,198436
3214,Daiei Motion Picture Company,314285
9221,Toei Video Company,269650
9222,Excellent Film,22937
806,Téléfilm Canada,292893
8582,Canadian Film or Video Production Tax Credit (CPTC),242022
38015,Busted Tranny,22555
7036,CJ Entertainment,189
11340,Studio Box,38467
5,Columbia Pictures,273621
1403,Franchise Pictures,38462
1929,Sonet Film,199933
7330,Blind Spot Pictures Oy,287590
74636,Film Väst,32109
2,Walt Disney Pictures,29328
3476,Walt Disney Animation Australia,198663
5391,DisneyToon Studios,248504
230,Boje Buck Produktion,2195
9221,Toei Video Company,257451
9221,Toei Video Company,157424
3853,Stampede Entertainment,250546
33,Universal Pictures,8445
1075,Europa Corp,38455
3823,TF1 Films Production,33386
4753,Filmauro,1285
5358,Canal+,25148
22223,Studio Légende,28044
22224,Epica Ltd.,38084
2876,Sandstorm Films,81246
1352,Fukasaku-gumi,273641
5552,Media Asia Films,54113
528,Bandai Visual Company,43398
12657,Production I.G.,245891
4641,Shochiku Company,157829
3320,Emperor Multimedia Group (EMG),256
3321,Million Channel Ltd.,16049
5106,Copperheart Entertainment,33387
5873,Spleis AS,38457
4563,Oz Company,33388
398,Egg Films,33389
399,Show East,33392
35,Lions Gate Films,28302
18972,49 Film,38458
6768,Kadokawa Eiga K.K.,33393
5261,Shogakukan Production,33394
3483,Startroop Pictures Inc.,38461
18616,Tippett Studio,38463
955,Nikkatsu,38454
1194,Kadokawa Shoten Publishing Co. Ltd.,36323
4563,Oz Company,267333
5815,Xanadeux Company,267336
7776,Pioneer L.D.C,39262
12497,Tokyo Theaters Company,39263
14644,Aozora Investments,242512
4206,Baa-Ram-Ewe,46314
4207,Sahamongkolfilm Co.,54445
5552,Media Asia Films,3937
2934,Excel Entertainment,217923
22376,Plunge Pictures LLC,22599
5552,Media Asia Films,413669
7,DreamWorks,38456
6363,BenderSpink,33708
49325,Parkes+MacDonald Image Nation,21250
318,CTB Film Company,41244
25924,Pygmalion Production,27310
4475,Amuse Pictures,151933
177,Columbia TriStar,260063
333,Original Film,19164
506,Newmarket Capital Group,19165
2453,Lord of the Wind,17337
52134,Coproducción Hong Kong-Tailandia-Singapur,31473
14,Miramax Films,27653
2811,Neo Art & Logic,171581
6323,Weinstein Company,103686
7405,Dimension Films,25754
27,DreamWorks SKG,25752
33,Universal Pictures,25751
2242,Everyman Pictures,70575
11391,Tribeca Productions,25753
33,Universal Pictures,12076
1063,Brightlight Pictures,51649
1205,Endgame Entertainment,199534
3388,The Movie Network (TMN),75258
8582,Canadian Film or Video Production Tax Credit (CPTC),25475
11567,Province of British Columbia Film Incentive BC,61856
11573,Corus,105528
12026,Gold Circle Films,290729
55258,White Noise UK Ltd.,25391
9255,Toei Company,64160
1399,Fair Film,64161
5891,Cecchi Gori Group,255476
882,Toho Company,38470
1393,Tokyo Broadcasting System (TBS),40661
3360,Appleseed Film Partners,79723
3361,Digital Frontier,28668
3362,Geneon Entertainment,38471
3363,Mainichi Broadcasting System (MBS),241842
3364,Micott Basara K.K.,64075
3365,TYO Productions,38460
112,AB Svensk Filmindustri,40644
1080,Beta Film,18122
41269,Nord Art AB,82450
8411,Metro-Goldwyn-Mayer (MGM),98344
1113,Les Films 21,291155
1432,Republic Pictures,262551
14786,AARU Productions,38125
5,Columbia Pictures,30972
497,Revolution Studios,131631
2780,Cube Vision,58433
1062,Boll Kino Beteiligungs GmbH & Co. KG,9742
1063,Brightlight Pictures,21811
1064,Herold Productions,100042
1632,Lionsgate,284246
2998,Infogrames Entertainment,38459
768,Ghost House Pictures,17808
830,Senator International,227735
3287,Screen Gems,192558
7893,Pacific Renaissance Pictures Ltd.,193726
7025,Westdeutscher Rundfunk (WDR),17780
8568,Albatros Filmproduktion,36683
10482,Trio Films,18232
10869,Filmverlag der Autoren,267806
11625,Fengler Films,241868
11626,Tango Film,119892
79,Village Roadshow Pictures,66129
429,DC Comics,33838
430,Lonely Film Productions GmbH & Co. KG.,24047
431,Donners' Company,77348
432,Branded Entertainment/Batfilm Productions,81244
433,Weed Road Pictures,50291
434,3 Art Entertainment,135397
435,Di Bonaventura Pictures,170522
6194,Warner Bros.,41608
12,New Line Cinema,227159
3012,Pathé Distribution,50571
1038,Bazelevs Production,68340
1039,Channel One Russia,68337
1040,TABBAK,68242
1272,The First Channel,19273
2159,Hal Roach Studios,27996
1950,New World Pictures,10473
4627,Sony Picture Imageworks,66018
1262,Film Trust S.A.,270946
1264,Alexander Salkind,294254
72,Valoria Films,68339
73,Fida cinematografica,139380
2311,Produzione Salvo D'Angelo,303742
2312,Tevere Film,2139
4796,Plata Films S.A.,134375
45468,Interfilme,110552
215,Double Feature Films,17792
216,Jersey Films,74035
1693,Nina Saxon Film Design,99361
8411,Metro-Goldwyn-Mayer (MGM),74018
5897,Toho,15261
622,Toho Film (Eiga) Co. Ltd.,285423
3547,Mad Circus Films,289728
7035,Lions Gate Entertainments,122917
44323,Mr. X,18450
6339,Solar Films inc.,63260
79,Village Roadshow Pictures,56431
97,Castle Rock Entertainment,29293
4258,Fortis Films,118751
882,Toho Company,47491
8409,United Productions of America (UPA),61925
7405,Dimension Films,52914
10807,Troublemaker Studios,50758
53009,Miramax,52913
60,United Artists,52238
64,Les Productions Artistes Associés,62715
7508,Produzioni Europee Associati (PEA),62725
3282,Larry Levinson Productions,46001
3693,Alpine Medien Productions,52113
4056,Hallmark Entertainment,53342
2481,Platinum Dunes,207703
7405,Dimension Films,181533
8411,Metro-Goldwyn-Mayer (MGM),277368
14718,Radar Pictures,32113
333,Original Film,21240
441,Columbia Pictures Corporation,11612
497,Revolution Studios,37529
2521,Golden Harvest Company,41897
3038,Katsu Production Co. Ltd.,201018
3214,Daiei Motion Picture Company,18948
25065,VUFKU,48805
3466,Movic,75136
1,Lucasfilm,75137
33,Universal Pictures,75138
27,DreamWorks SKG,69787
520,Pacific Data Images (PDI),70984
521,DreamWorks Animation,16460
10210,Morgan Creek Productions,26728
813,DiNovi Pictures,31609
1088,Alcon Entertainment,42012
10067,Alloy Entertainment,260346
622,Toho Film (Eiga) Co. Ltd.,315360
429,DC Comics,87101
923,Legendary Pictures,288158
6194,Warner Bros.,24023
9993,DC Entertainment,24026
9996,Syncopy,11752
19231,Patalex III Productions Limited,59040
622,Toho Film (Eiga) Co. Ltd.,267872
2,Walt Disney Pictures,38187
3929,Robert Simonds Productions,30091
33,Universal Pictures,38183
2995,Atmosphere Entertainment MM,38190
55518,Romero-Grunwald Productions,51939
55519,Exception Wild Bunch,38185
6181,Svensk Filmindustri (SF),132601
622,Toho Film (Eiga) Co. Ltd.,14749
882,Toho Company,208763
1802,Lowndes Productions Limited,65703
306,Twentieth Century Fox Film Corporation,13654
436,1492 Pictures,19824
5755,Constantin Film Produktion,101660
19551,Marvel Enterprises,13360
26149,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,15434
694,StudioCanal,85373
884,TPS Cinéma,125509
2568,Lunar Films,140161
5358,Canal+,18015
10572,Ce Qui Me Meut Motion Pictures,9817
15671,France 2 Cinéma,19066
35,Lions Gate Films,52916
995,Cinerenta Medienbeteiligungs KG,28635
1838,Firm Films,19288
45966,Cinelamda Internationale Filmproduktionsgesellschaft,18616
79,Village Roadshow Pictures,27770
975,Gerber Pictures,37526
6194,Warner Bros.,3483
12202,WV Films III,19254
441,Columbia Pictures Corporation,19300
879,Out of the Blue... Entertainment,26190
2608,Happy Madison Productions,23338
12413,NWR Film Productions,38157
4395,Monogram Pictures,42185
371,Cecchi Gori Group Tiger Cinematografica,48193
1869,AMLF,104606
5358,Canal+,30178
23493,Bavaria Entertainment,29812
306,Twentieth Century Fox Film Corporation,50687
972,Current Entertainment,185110
3823,TF1 Films Production,149957
5358,Canal+,133716
6586,TPS Star,220504
6896,EuropaCorp,55872
95342,Sea Side Films Florida Inc.,14059
1444,Cannon Group,42187
4110,Cannon Films,3686
8411,Metro-Goldwyn-Mayer (MGM),315362
3054,Golden Way Films Ltd.,90956
3055,Paragon Films Ltd.,90955
14714,China Film Group Corporation (CFGC),30554
1305,L.I.F.T. Production,84575
2273,Eden Rock Media,27771
3263,Odd Lot Entertainment,24102
10038,Square Enix,7085
441,Columbia Pictures Corporation,49597
551,Mandalay Pictures,25556
8411,Metro-Goldwyn-Mayer (MGM),15066
297,Aardman Animations,71461
521,DreamWorks Animation,34734
9195,Touchstone Pictures,113210
17491,Milkshake Films,25587
17492,Hargitay & Hargitay Pictures in Motion,38269
5760,Energia Productions,39829
56,Amblin Entertainment,24554
441,Columbia Pictures Corporation,259074
35,Lions Gate Films,37404
1053,Got Films,36421
2061,Twisted Pictures,18920
23019,Evolution Entertainment,51438
64651,Saw 2 Productions,21518
218,Rafran Cinematografica,9973
1869,AMLF,48844
3602,Rialto Film Preben-Philipsen,70587
134,Rogue Pictures,78047
8411,Metro-Goldwyn-Mayer (MGM),142308
8411,Metro-Goldwyn-Mayer (MGM),149910
76,Zentropa Entertainments,26042
119,Danmarks Radio (DR),113215
201,Arte,113209
321,Memfis Film,47884
814,Isabella Films BV,47882
986,Degeto Film,47883
1711,Ognon Pictures,58664
3221,Sveriges Television (SVT),27376
5358,Canal+,60173
5975,Yleisradio (YLE),107096
6916,Arte France Cinéma,39044
7025,Westdeutscher Rundfunk (WDR),45662
11499,Alan Young Pictures,59117
12023,Nederlandse Programma Stichting (NPS),254869
12927,Canal+ Television AB,109689
17513,Film i Väst,76341
23207,Invicta Capital,280092
25491,Edith Film Oy,140607
30268,Pain Unlimited GmbH Filmproduktion,99861
53874,Sigma Films,76600
55428,Manderlay,166426
53,Les Films du Carrosse,141052
33,Universal Pictures,102899
1522,Neal Street Productions,293660
14440,Red Wagon Entertainment,284053
19934,Motion Picture KAPPA Produktionsgesellschaft,283995
1314,Hammer Film Productions,271110
4202,Hotspur Film Productions Ltd.,246655
1380,Australian Film Finance Corporation,214264
2806,South Australian Film Corporation,118439
6016,403 Productions,33733
6017,True Crime Channel,58757
3573,Celador Films,2648
7981,Pathé,72032
45785,Northmen Productions,16652
462,Patalex IV Productions Limited,215405
6194,Warner Bros.,75826
7364,Heyday Films,258251
2164,Richmond Productions,24556
1314,Hammer Film Productions,41235
5888,Walt Disney,75822
10221,Walden Media,172386
5120,Mosfilm,31933
26497,TsOKS,54782
7937,Sonet Film AB,70811
74636,Film Väst,14387
441,Columbia Pictures Corporation,252360
13993,Meadway-Claude Productions Company,75834
306,Twentieth Century Fox Film Corporation,72094
2575,21 Laps Entertainment,79466
87840,Dozen Canada Productions,113582
4063,Trimark Pictures,15759
21084,Image Organization,38468
946,CJ Capital Investment,193603
1687,Korea Capital Investment,55603
1688,Moho Films,87881
1689,TSJ Entertainment,90460
1690,Samsung Venture Capital,90461
1691,Ilshin Capital Investments,90465
1692,Centurion Investment,48132
104,Canal Plus,38465
3823,TF1 Films Production,42354
6896,EuropaCorp,164372
15127,Boll KG,91198
1507,International Production Company,39961
1631,Raw Nerve,17128
1632,Lionsgate,149793
1633,Next Entertainment,141063
3287,Screen Gems,91548
17793,Hostel LLC,43205
308,The Weinstein Company,45099
7580,Kanbar Entertainment,128854
49126,Blue Yonder Films,297556
126,Lakeshore Entertainment,207475
3287,Screen Gems,26497
2106,Saban Entertainment,44789
3635,20th Century Fox Home Entertainment,61852
11098,The Harvey Entertainment Company,40252
3055,Paragon Films Ltd.,13017
6379,Golden Harvest Company Ltd.,38469
1314,Hammer Film Productions,113219
14,Miramax Films,17129
2811,Neo Art & Logic,15898
7405,Dimension Films,188357
15344,Cold Day Ltd.,55762
881,Daiei Studios,139367
2876,Sandstorm Films,71200
3287,Screen Gems,61855
2146,David Hamilton Productions,38472
2147,Echo Lake Productions,72455
2148,Flagship International,14053
2149,Noble Nomad Pictures,233487
59996,Filmituotanto Spede Pasanen,309049
4765,Trinacra Films,48635
6442,CCFC,283536
306,Twentieth Century Fox Film Corporation,216015
508,Regency Enterprises,15718
1171,Epsilon Motion Pictures,27850
1838,Firm Films,34205
2646,Deep River Productions,34560
10104,New Regency Pictures,159704
47635,Ed Friendly Productions,13734
73956,Runteldat Entertainment,82237
79036,Big Lou House Productions,63348
33,Universal Pictures,89247
1973,Three Strange Angels,121828
5870,Studio Canal,30149
8411,Metro-Goldwyn-Mayer (MGM),27599
10163,Working Title Films,27600
76721,Nanny McPhee Productions,25251
12,New Line Cinema,9948
3169,Zide-Perry Productions,199661
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,43716
48772,Hard Eight Pictures,1871
48785,Matinee Pictures,1870
48788,Practical Pictures,1875
5,Columbia Pictures,50401
1507,International Production Company,3485
2364,The Montecito Picture Company,49183
3929,Robert Simonds Productions,110390
8411,Metro-Goldwyn-Mayer (MGM),123867
1212,Empire Pictures,185341
13085,Altar Productions,278468
23,Imagine Entertainment,83122
33,Universal Pictures,56511
5556,Universal Animation Studios,56516
1302,Davis Entertainment,56512
3287,Screen Gems,56515
7405,Dimension Films,25164
3029,China Star Entertainment,44191
5632,Milky Way Image Company,104413
5633,One Hundred Years of Film Company,64650
13252,Marvel Animation,83140
9383,Blue Sky Studios,83136
11749,Twentieth Century Fox Animation,83124
2365,Capital Arts Entertainment,67952
13923,Sobini Films,24476
6562,Planet Productions,24477
4063,Trimark Pictures,13955
3879,Front Street Studios,295887
4063,Trimark Pictures,78080
706,Sputnik Oy,30577
43,Fox Searchlight Pictures,270045
444,Dune Entertainment,36769
445,Major Studio Partners,133459
1600,Craven-Maddalena Films,106622
219,The Mirisch Corporation,106623
14829,Mirisch Films,69569
6408,International Traders,22974
3614,Columbia Pictures Television,81684
93228,NPP Productions Inc.,19181
763,Intermedia Films,17172
4169,Kanzaman,37727
7340,C-2 Pictures,22192
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,37728
7405,Dimension Films,23654
341,Silent Hill DCP Inc.,37731
342,Davis-Films,37730
559,TriStar Pictures,54257
55914,Konami,57548
308,The Weinstein Company,46971
6018,Sahamongkol Film International,300803
8211,Vivendi,47631
4,Paramount Pictures,303457
44,Cruise/Wagner Productions,31534
264,Studio Babelsberg,7392
658,MI 3 Film,11425
2269,China Film Co-Production Corporation,52868
14714,China Film Group Corporation (CFGC),70322
22102,The Fourth Production Company Film Group,15567
6762,Decla-Bioscop AG,243938
12372,Universum Film (UFA),28656
6762,Decla-Bioscop AG,73551
12372,Universum Film (UFA),25745
4641,Shochiku Company,221791
9177,Eisei Gekijo,228165
5,Columbia Pictures,17041
23,Imagine Entertainment,85349
8253,Skylark Productions,268238
19927,Government of Malta,28801
289,Ingenious Film Partners,13643
306,Twentieth Century Fox Film Corporation,31292
431,Donners' Company,132759
444,Dune Entertainment,196750
445,Major Studio Partners,322456
9168,Bad Hat Harry Productions,78124
12247,thinkfilm,287233
19551,Marvel Enterprises,73530
79028,X3 Canada Productions,265712
79029,X3US Productions,294690
79030,XM3 Service,326359
2,Walt Disney Pictures,31341
3,Pixar Animation Studios,5065
2,Walt Disney Pictures,43018
130,Jerry Bruckheimer Films,77787
19936,Second Mate Productions,31347
308,The Weinstein Company,175774
16934,View Askew Productions,262500
35,Lions Gate Films,39385
10339,WWE Studios,118412
769,Destination Films,113082
14440,Red Wagon Entertainment,144288
27105,Frontera Productions,20377
3213,Disney Channel,69619
14280,A-Pix Entertainment,275060
33,Universal Pictures,276401
306,Twentieth Century Fox Film Corporation,168259
444,Dune Entertainment,140441
1302,Davis Entertainment,23155
3920,Leone Film,75848
429,DC Comics,26340
923,Legendary Pictures,112058
6194,Warner Bros.,10580
9168,Bad Hat Harry Productions,23504
60,United Artists,120386
1582,Titan Productions,40040
6407,Blake Edwards,267793
2811,Neo Art & Logic,78402
7405,Dimension Films,13015
26669,Cine-2000 Film Production,52980
289,Ingenious Film Partners,52874
306,Twentieth Century Fox Film Corporation,64912
436,1492 Pictures,52979
2575,21 Laps Entertainment,80527
35,Lions Gate Films,1269
126,Lakeshore Entertainment,51450
2152,GreeneStreet Films,81086
11152,Radical Media,16119
491,Summit Entertainment,204712
2378,Offspring Entertainment,11179
9195,Touchstone Pictures,33719
74192,Eketahuna LLC,50166
7169,Park Ex Pictures,5833
88298,Sortie 22,1615
12669,China Entertainment Films Production,1616
224,Wega Film,11084
24108,Eve Productions,24696
54599,Goldstein Films,9497
54600,Coldstream Films,9337
4,Paramount Pictures,9514
4285,Universal Cartoon Studios,9496
2251,Sony Pictures Animation,10036
12,New Line Cinema,9572
1633,Next Entertainment,293771
2481,Platinum Dunes,35428
23653,Vortex/Henkel/Hooper,9478
56620,Texas Chainsaw Productions,10470
441,Columbia Pictures Corporation,10010
768,Ghost House Pictures,9565
829,Vertigo Entertainment,15674
306,Twentieth Century Fox Film Corporation,52827
4024,Pacific Film and Television Commission,221732
10339,WWE Studios,221731
2811,Neo Art & Logic,293572
7405,Dimension Films,61117
48688,Maloof Motion Pictures,52736
27,DreamWorks SKG,58219
56,Amblin Entertainment,321528
171,Malpaso Productions,9803
6194,Warner Bros.,36696
35,Lions Gate Films,58242
2061,Twisted Pictures,256961
23019,Evolution Entertainment,274415
2683,Rai Cinema,20036
12,New Line Cinema,28855
816,FilmEngine,214464
6363,BenderSpink,14572
2,Walt Disney Pictures,260310
12626,Boxing Cat Films,290865
19507,Outlaw Productions (I),12697
95593,Santa Frost Productions,329540
7576,Eon Productions,290043
11345,Stillking Films,21461
19481,Babelsberg Film,315367
2537,Kennedy Miller Productions,28904
8089,Animal Logic,73529
1521,Artemis Film,2012-09-29
3517,"Institution, The",297270
3911,Primal Pictures,175112
22901,Afraid of the Dark,36897
8411,Metro-Goldwyn-Mayer (MGM),327418
33,Universal Pictures,321494
1314,Hammer Film Productions,39412
3029,China Star Entertainment,40978
5632,Milky Way Image Company,146047
5,Columbia Pictures,61108
497,Revolution Studios,40348
696,Rogue Marble,39965
8411,Metro-Goldwyn-Mayer (MGM),28682
328,TLA Releasing,28324
402,Luna Filmproduktion,28325
5228,Polar Film   Medien GmbH,28574
64,Les Productions Artistes Associés,259072
1521,Artemis Film,30997
7508,Produzioni Europee Associati (PEA),13284
27,DreamWorks SKG,34134
56,Amblin Entertainment,91342
171,Malpaso Productions,196254
6194,Warner Bros.,16962
614,Vanguard Films,13285
1632,Lionsgate,18198
1718,Odyssey,249070
46875,Nitrogen Studios Canada,21671
1309,Rainforest Films,44683
104,Canal Plus,314407
854,Sofica Europacorp,254470
2525,Avalanche Productions,101652
6896,EuropaCorp,34312
134,Rogue Pictures,145221
2365,Capital Arts Entertainment,21614
2811,Neo Art & Logic,28746
6858,Universal Studios Home Entertainment,65497
534,Filmsonor,94365
7110,Les Films Ariane,5061
10882,Francinex,5056
12778,Rizzoli Film,26181
20994,Amato Film,294544
10882,Francinex,25936
20999,Produzione Film Giuseppe Amato,20963
21000,Rizzoli Editore,20359
28617,Cinédis,14394
75787,Les Editions Cinégraphiques,20968
1965,Vicomte de Noailles,13179
33,Universal Pictures,43646
694,StudioCanal,43648
7295,Relativity Media,43649
7419,Scion Films,161545
10163,Working Title Films,146045
5,Columbia Pictures,46809
768,Ghost House Pictures,146030
771,Mandate Pictures,199374
2779,Blue Star Pictures,9288
3287,Screen Gems,26357
22039,Scarecrow Productions,58333
289,Ingenious Film Partners,219572
2979,ETIC Films,39060
6370,Quinta Communications,58404
10308,Dino De Laurentiis Company,55960
16923,Zephyr Films,131634
20394,Young Hannibal Productions,272878
20395,Carthago Films S.a.r.l.,262504
6303,Rakontur,259316
27,DreamWorks SKG,38700
10105,Apatow Productions,289239
49941,Abba Movies Co. Ltd.,24020
49942,1618 Action Limited,62527
49943,Greek Mythology Entertainment Company,28601
2514,Alliance Films,34766
441,Columbia Pictures Corporation,29742
7295,Relativity Media,34765
11370,Michael De Luca Productions,63178
19551,Marvel Enterprises,80374
20241,Crystal Sky Pictures,51912
20475,GH One,56920
20476,Vengeance Productions Pty. Ltd.,58701
6359,Cipher Films,11048
6360,Stealth Films Limited,11053
6361,TMC Films,11055
10999,Twentieth Century Fox Home Entertainment,328111
5798,Shaw Brothers,18839
754,Stella Films,321068
6181,Svensk Filmindustri (SF),47933
64,Les Productions Artistes Associés,188927
7508,Produzioni Europee Associati (PEA),30780
1631,Raw Nerve,19951
3887,Velvet Steamroller Entertainment,15724
29003,BloodWorks,196032
3267,Atlantic Entertainment Group,338100
12413,NWR Film Productions,46513
17516,Nordisk Film,5064
2181,Babylonian Productions,19670
3063,Synthetic Worlds,75744
25188,Rattlesnake Productions,44977
1063,Brightlight Pictures,38594
12026,Gold Circle Films,14194
2,Walt Disney Pictures,70006
3914,The Ultimate Gift LLC,214756
3915,Dean River Productions,16318
449,Virtual Studios,211672
923,Legendary Pictures,264085
2994,Hollywood Gang Productions,19792
2995,Atmosphere Entertainment MM,36896
6194,Warner Bros.,21316
7636,Nimar Studios,10578
78685,Cruel and Unusual Films,27847
444,Dune Entertainment,14503
1600,Craven-Maddalena Films,14212
2890,Fox Atomic,35626
4641,Shochiku Company,15338
497,Revolution Studios,10704
2780,Cube Vision,15262
4361,RKO Pictures,36692
73971,Revolution Dream Productions,206647
3287,Screen Gems,36779
23890,Hal Lieberman Company,17922
224,Wega Film,58188
686,Tiger Aspect Productions,10579
10163,Working Title Films,64325
2940,Condemned Productions,75623
2941,Sidestreet Entertainment,14913
2953,New Wave Entertainment,138372
7571,LionsGate,60038
10339,WWE Studios,33274
43842,Colossal Entertainment,331446
5,Columbia Pictures,297291
326,Laura Ziskin Productions,34509
19551,Marvel Enterprises,34513
16636,Shapiro-Glickenhaus Entertainment,14092
1038,Bazelevs Production,16774
1039,Channel One Russia,51786
1040,TABBAK,23289
1917,EM Media,26809
2452,UK Film Council,42979
2690,Screen Yorkshire,60293
3519,Big Arty Productions,335753
284,DNA Films,204912
359,Figment Films,36218
785,Sociedad General de Cine S.A.,5086
2452,UK Film Council,139659
2890,Fox Atomic,16846
10890,Koan Films,110588
27,DreamWorks SKG,231082
521,DreamWorks Animation,182873
2,Walt Disney Pictures,296099
130,Jerry Bruckheimer Films,227679
19936,Second Mate Productions,39057
3241,Electric Entertainment,25961
5730,Turner Network Television (TNT),34067
19528,ApolloProScreen Filmproduktion,226140
31848,A & A Release,228358
79,Village Roadshow Pictures,309063
129,Section Eight,105680
2596,Jerry Weintraub Productions,309887
6194,Warner Bros.,33723
74807,"Toho Pictures, Inc.",209112
74807,"Toho Pictures, Inc.",286548
622,Toho Film (Eiga) Co. Ltd.,118406
35,Lions Gate Films,41993
1633,Next Entertainment,24686
3287,Screen Gems,343977
1950,New World Pictures,72972
86473,Nat and Patrick Wachsberger Productions,14787
5,Columbia Pictures,42246
2251,Sony Pictures Animation,43956
289,Ingenious Film Partners,199753
306,Twentieth Century Fox Film Corporation,139374
436,1492 Pictures,39408
444,Dune Entertainment,115290
5755,Constantin Film Produktion,207454
10881,Bernd Eichinger Productions,264999
19551,Marvel Enterprises,65973
308,The Weinstein Company,303857
7405,Dimension Films,85038
10807,Troublemaker Studios,58444
45194,Rodriguez International Pictures,22182
6858,Universal Studios Home Entertainment,56014
1183,Impala,15681
4,Paramount Pictures,56339
289,Ingenious Film Partners,18441
306,Twentieth Century Fox Film Corporation,336560
444,Dune Entertainment,40039
890,Cheyenne Enterprises,335970
11845,Wintergreen Productions,120475
5,Columbia Pictures,60843
33,Universal Pictures,83473
158,Spyglass Entertainment,3602
159,Shady Acres Entertainment,62931
333,Original Film,336211
4171,Playtone,348191
7295,Relativity Media,71392
4,Paramount Pictures,19725
27,DreamWorks SKG,40127
56,Amblin Entertainment,14021
435,Di Bonaventura Pictures,55470
2481,Platinum Dunes,69599
12247,thinkfilm,256040
20011,SprocketHeads,16808
22826,Hasbro Studios,212996
76043,Revolution Sun Studios,294562
6194,Warner Bros.,344147
7364,Heyday Films,60898
119,Danmarks Radio (DR),8460
823,Telepool,10594
2800,AMC Pictures,212168
2802,TV4 Sweden,240341
2888,SF Norge,279254
4250,Molinare Studios,209049
5975,Yleisradio (YLE),211711
6181,Svensk Filmindustri (SF),270842
9375,Juonifilmi,49321
11682,TV2 Norge,41669
17513,Film i Väst,41668
18843,Soundchef Studios,41665
22675,Arion Communications Ltd.,37770
22676,Dagsljus Filmequipment,41664
24991,Sheba Films,38315
24992,Sandline Production,38313
24993,Europa Film Sound Production,38310
33,Universal Pictures,26285
862,The Kennedy/Marshall Company,24161
11347,Ludlum Entertainment,220436
11348,Motion Picture BETA Produktionsgesellschaft,342917
11349,Bourne Again,277217
2432,Quanta Centro de Produções Cinematográficas,192911
4887,Fox Filmes do Brasil,15657
6446,Total Entertainment,47292
7765,Teleimage,25161
11446,Lereby Productions,39229
13969,Globo Filmes,39230
93187,Espaço/Z,25423
1080,Beta Film,252520
6370,Quinta Communications,7092
7196,Lube,154207
1115,M6 Films,25180
12,New Line Cinema,29055
497,Revolution Studios,27010
559,TriStar Pictures,29054
7405,Dimension Films,20435
10370,Spectacle Entertainment Group,51881
21438,Nightfall Productions,278604
702,3L Filmproduktion GmbH,20183
764,Polaris Film Productions & Finance,105073
765,Tempête Sous Un Crâne Productions,13204
1268,Focus Films,23280
7508,Produzioni Europee Associati (PEA),283445
10560,Arturo González Producciones Cinematográficas,52485
1076,Apipoulaï,200580
7405,Dimension Films,124471
248,Impact Pictures,257932
342,Davis-Films,23903
5755,Constantin Film Produktion,135858
58249,Resident Evil Productions,45940
33,Universal Pictures,152042
694,StudioCanal,13430
10163,Working Title Films,295830
58,Sony Pictures Classics,30575
97,Castle Rock Entertainment,37100
679,Timnick Films,28460
771,Mandate Pictures,94052
1668,Riff Raff Film Productions,53129
5,Columbia Pictures,52761
552,Dark Horse Entertainment,193502
768,Ghost House Pictures,75634
24339,HorrorFlix,115873
35,Lions Gate Films,42949
35,Lions Gate Films,33787
2061,Twisted Pictures,41241
5798,Shaw Brothers,58625
308,The Weinstein Company,76940
2427,Zazen Produções,20044
2430,Estúdios Mega,12448
2432,Quanta Centro de Produções Cinematográficas,204342
10187,Costa Films,20947
47043,Posto 9,347096
47044,Feijão Filmes,26847
47046,Universal Pictures do Brasil,60061
118,Det Danske Filminstitut,17433
2928,Style Jam,284279
3221,Sveriges Television (SVT),356216
5358,Canal+,72720
6916,Arte France Cinéma,150213
7446,Svenska Filminstitutet (SFI),50087
8555,Nordisk Film- & TV-Fond,345468
