id_original,name,id
9041,TF1 Films Productions,356
31939,Eastern Counties Newspapers Ltd.,3100
63418,Abilene,8442
42086,,
13189,Entertainment Partners Ltd.,4015
48677,Universal Pictures,33
30278,,
46088,Ministère de la Culture,10901
46088,Michael Arthur Films,16070
46088,La Cécilia,75853
19596,Virgin,1419
1884,Lucasfilm,1
1884,Korty Films,775
19621,Zenith Entertainment,3644
19621,Central,3649
19621,Recorded Picture Company (RPC),11561
10179,JF Productions,3893
10179,Metro-Goldwyn-Mayer (MGM),8411
47874,Lantana,4127
47874,Warner Bros.,6194
47874,Hemdale,16593
113784,,
108241,,
27102,Les Films du Losange,223
27102,Les Films Ariane,7110
47359,Paramount Pictures,4
47359,Jaffe-Lansing,14361
27414,TriStar Pictures,559
33138,UCLA School of Film and Television,10250
33138,black sand productions,88014
33138,pacific arts,88015
25425,,
8221,Kaktus Producciones Cinematográficas,2353
8221,Tesauro,2354
17663,Sullivan Entertainment,12296
8868,Dargaud Films,5851
8868,Gaumont International,7961
8868,Les Productions René Goscinny,7963
29903,Rodeo Productions,1641
29903,Aries Cinematográfica Argentina,5462
92802,,
54407,New South Wales Film Corp.,14590
54407,Window III Productions,94301
12615,Roxbury Productions,1545
12615,Punch Productions,2154
14029,DACFILM Rome,4746
10372,Lucasfilm,1
40929,Silver Screen Partners,514
40929,TriStar Pictures,559
40929,Home Box Office (HBO),3268
67342,Toho-Towa,657
67342,Bo Ho Film Company Ltd.,3106
67342,Golden Harvest Company Ltd.,6379
9056,Golden Way Films Ltd.,3054
9056,Paragon Films Ltd.,3055
27064,Lucasfilm,1
27064,American Zoetrope,70
27064,Tristone Entertainment Inc.,38100
27064,M Company,84815
51878,Crown International Pictures,1009
62429,Sandrews,1728
62429,Thorn EMI Screen Entertainment,6179
62429,Svenska Filminstitutet (SFI),7446
62429,Teamfilm AS,14623
62429,Filmhuset AS,17593
62429,Semic,24574
62429,Farago Film,24575
10176,Cinepro,6927
10176,Mr. Yellowbeard Productions Limited & Company,6928
9080,Warner Bros.,6194
9080,AAR Films,8760
18502,New World Pictures,1950
18502,Larco Productions,17069
31600,CBS Productions,2161
31600,CBS Entertainment Productions,3902
41205,Arctic-Filmi,47776
30069,The Guber-Peters Company,4357
30069,Warner Bros.,6194
16082,Columbia Pictures,5
14670,PECF,1650
14670,Little Bear,16772
9318,Gaumont International,7961
9318,Gutenberghus,7962
30653,Universal Pictures,33
30653,Kings Road Entertainment,4255
26555,Warner Bros.,6194
47340,New South Wales Film Corp.,14590
47340,Springvale Productions,23570
10570,First Floor Features,938
42021,Metro-Goldwyn-Mayer (MGM),8411
65326,,
24657,Argos Films,6116
24657,Svenska Filminstitutet (SFI),7446
24657,Film Four International,9210
53157,,
41480,,
36677,Brooksfilms,5612
36677,Metro-Goldwyn-Mayer (MGM),8411
11471,Cinema City Company Limited,76530
21733,Golden Way Films Ltd.,3054
21733,Paragon Films Ltd.,3055
21733,Golden Harvest Company Ltd.,6379
17421,Sunbow Productions,3313
22572,New World Pictures,1950
49964,Kanoon,11459
49964,The Institute for the Intellectual Development of Children & Young Adults,11460
41076,Svensk Filmindustri (SF),6181
41076,Kulturtuben,16270
4043,Laurenfilm,84938
27342,Orion Pictures,41
2172,Filmkameratene A/S,1003
2172,Carolco Pictures,14723
8852,Universal Pictures,33
8852,Carolco Pictures,14723
8852,Alive Films,17823
8852,Larry Franco Productions,17824
30421,Cinema City,13660
60631,Golan-Globus Productions,13549
96333,De Laurentiis Entertainment Group (DEG),484
96333,Kingsgate Films,770
49815,Nelson Entertainment,365
18305,Cinema City,13660
92663,Qartuli Pilmi,15406
8677,Warner Bros. Television,1957
8677,Alan Shayne Productions,2518
26369,Beyond Infinity,5126
26369,Gaucamolle Pictures,8443
26369,Phantom Productions,8444
11513,Werner Herzog Filmproduktion,843
11513,Zweites Deutsches Fernsehen (ZDF),4606
11513,Ghana Film Industry Corporation,10870
40844,,
49314,Orion Pictures,41
41959,,
16296,Chiodo Brothers Productions,3173
16296,Sarlui / Diamant Production,8610
13192,Ultimate Productions,7702
18917,Channel Four Films,181
18917,Hessischer Rundfunk (HR),9292
18917,Condor Films,18161
116345,Channel Four Films,181
116345,Dearfilm,71674
48309,Empire Pictures,1212
93457,New Century Entertainment Corporation,10165
93457,Warnr Bros.,20518
41967,Extra Large Productions,64620
47795,Paradis Films,255
47795,Greek Film Center,7254
47795,Greek Television ET-1,10769
47795,La Sept,16527
47795,Rai 2,23119
47795,Sofinergie 1,25513
47795,Basic Cinematografica,25514
47795,Compagnie Generale d'Images,25515
47795,Theo Angelopoulos O.E.,25516
4271,MK2 Productions,9209
4271,France 3 Cinema,16804
4271,Centre National de la Cinématographie (CNC),18367
41949,Atlantic Releasing Corporation,18947
114524,New Yorker Films,5448
114524,Sandollar Productions,5842
16859,Studio Ghibli,10342
16859,Nibariki,12516
38695,,
2927,Centropolis Film Productions,620
2927,Overseas FilmGroup,888
41939,Teshigahara Productions,3212
85556,,
119324,Granada Television,14063
26936,Bandai Visual Company,528
26936,Shochiku-Fuji Company,6919
25943,Paramount Pictures,4
71373,Goldcrest Films International,500
9768,Imagine Entertainment,23
9768,Universal Pictures,33
11909,Golden Princess Film Production Limited,6213
11909,John Woo Film Production,6214
60778,Twentieth Century Fox Film Corporation,306
27274,Levins-Henenlotter,4648
27274,Shapiro-Glickenhaus Entertainment,16636
110838,Zweites Deutsches Fernsehen (ZDF),4606
110838,British Screen Productions,12745
110838,Channel 4,14966
110838,Basilisk Communications,27903
110838,Uplink Co.,27904
110838,Space Shower TV,66411
110838,Sohbi Kikaku,93400
10485,Universal Pictures,33
10485,SAH Productions,51416
9569,Warner Bros.,6194
22189,Universal Pictures,33
22189,Mirage Films,15685
71805,Walt Disney Pictures,2
71805,Filmkameratene A/S,1003
71805,Svensk Filmindustri (SF),6181
7975,,
41821,China Film Co-Production Corporation,2269
21344,Fugitive Features,1625
21344,Parkfield Entertainment,3956
9399,Universal Pictures,33
9399,Imperial Filmproduktion,2007
31597,Universal Pictures,33
31597,TriStar Pictures,559
31597,Carolco Pictures,14723
30017,Kanoon,11459
30017,The Institute for the Intellectual Development of Children & Young Adults,11460
11131,HandMade Films,20076
14571,Studio DEEN,8182
21168,BBC Films,288
21168,Fugitive Features,1625
21168,Zenith Entertainment,3644
21168,British Screen Productions,20777
59058,Parallax Pictures,983
59058,Channel 4 Television,5778
1662,Orion Pictures,41
1662,The Rank Organisation,364
1662,Cinehaus,761
6444,Les Productions du Champ Poirier,883
6444,Sofimage,2093
6444,FR3 Films Production,26194
6444,Téléma,63893
71642,Ellepi Films,750
71642,Reteitalia,1242
71642,Dania Film,1701
71642,Italfrance Films,12725
71642,DMV Distribuzione,12740
71642,Surf Film,34401
31923,Incorporated Television Company,1155
20562,,
18311,Media Asia Films,5552
48448,Desert Productions,35482
1483,Theatre Of Material,69112
41783,,
28553,Republic Pictures,1432
58648,Imagine Entertainment,23
58648,Universal Pictures,33
36337,Cineville,2832
68773,Full Moon Entertainment,4867
25330,Twentieth Century Fox Film Corporation,306
25330,Hughes Entertainment,477
22423,Warner Bros.,6194
4539,American Zoetrope,70
4539,Cineplex-Odeon Films,5231
22792,Film Brigade,4379
22792,Rocket Pictures,28320
22828,Cinehaus,761
22828,Edward R. Pressman Film,6455
22828,Bison Films,26045
12776,Cecchi Gori Group Tiger Cinematografica,371
12776,Penta Films,6651
12776,Silvio Berlusconi Communications,8694
31696,Universal Pictures,33
31696,Initial Pictures,6781
31696,Kellgate Limited,65270
17467,Diagonal Pictures,3326
36351,Fine Line Features,8
36351,Live Entertainment,285
36351,Seven Arts,8268
36351,Carolco Pictures,14723
47252,Isolar,36122
34376,Gladden Entertainment,1648
15080,Studio Ghibli,10342
39233,Universal Pictures,33
6463,Warner Bros.,6194
14362,Warner Bros.,6194
14362,Arnold Kopelson Productions,16775
14362,Seagal/Nasso Productions,17825
5048,Allarts,1832
9588,Pathe,7396
9588,Metro-Goldwyn-Mayer (MGM),8411
41792,Working Title Films,10163
25674,Universal Pictures,33
25674,Robert Simonds Productions,3929
53688,,
21338,Stone Group Pictures,3470
21338,Vision International,3603
123778,First Run Features,4095
123778,National Film Board of Canada (NFB),17027
94666,American Playhouse,3906
94666,True Fiction Pictures,37909
41804,,
147164,Mosfilm,5120
23438,Walt Disney Pictures,2
215993,WGBH,3449
215993,Granada Television,14063
97044,,
29904,Triana Films,87594
13995,Jadran Film,168
13995,21st Century Film Corporation,13282
13995,Marvel Enterprises,19551
11198,Golden Harvest Company,2521
11198,Golden Way Films Ltd.,3054
11198,Paragon Films Ltd.,3055
41678,Parnasse Production,2464
41678,MK2 Productions,9209
41678,Les Films du Scarabée,75424
75145,HBO Films,7429
186809,Touchstone Pictures,9195
19143,Metro-Goldwyn-Mayer (MGM),8411
19143,Eclectic Films,18938
27381,Warner Bros.,6194
45145,Vega Film,8138
45145,Balthazar Productions,10005
45145,Starr,38735
45145,Arena,38736
11621,Studio Ghibli,10342
47714,Rai 2,23119
47714,Erre Produzioni,58353
47714,Alia Film,83998
19087,Paramount Pictures,4
40082,Regency Enterprises,508
40082,Alcor Films,644
40082,Canal+,5358
40082,Warner Bros.,6194
36288,Penta Films,6651
36288,Tribeca Productions,11391
38143,,
31962,Twentieth Century Fox Film Corporation,306
31962,Sandollar Productions,5842
31962,Peter V. Miller Investment Corp.,89304
22590,Vision PDG,4109
22590,Gallery Films,17160
41777,Avala Film,5940
41777,Novosad,74592
41777,Magda,74593
48150,Orly Films,354
48150,Cinéa,874
41778,,
40213,Film Workshop,3618
83761,Kanoon,11459
83761,The Institute for the Intellectual Development of Children & Young Adults,11460
34683,Danmarks Radio (DR),119
34683,Memfis Film,321
34683,J&M Entertainment,12474
47350,,
25684,Cannon Group,1444
25684,International Movie Service S.r.l.,11513
5051,Cine Electra,1035
5051,Allarts,1832
5051,La Sept,16527
5051,Union Générale Cinématographique (UGC),30994
14135,Australian Film Finance Corporation,1380
14135,Fandango,2441
14135,South Australian Film Corporation,2806
14135,Bubby Productions,11263
18817,Mandarin Films Distribution Co,6949
27678,HBO Films,7429
83599,Ego Film Arts,12800
83599,ZDF Television,24950
83599,The Armenian National Cinematheque,24951
16437,Trimark Pictures,4063
16437,Anglo-American Film Corporation,72479
251732,,
17811,,
12088,Village Roadshow Pictures,79
12088,Davis Entertainment,1302
12088,Fortress Films,19047
96712,ERA,9090
96712,Nian Dai International,9091
96712,Qiu Fusheng,29871
48706,Columbia Pictures,5
48706,New Line Cinema,12
48706,Castle Rock Entertainment,97
47105,,
30366,,
19371,New Line Cinema,12
41661,Miramax Films,14
41661,Tribeca Productions,11391
35610,Trimark Pictures,4063
67595,HBO Films,7429
12664,Miramax Films,14
12664,BBC Films,288
7500,Bandai Visual Company,528
7500,Shôchiku Eiga,5070
7500,Shouchiku Co.,21296
7500,Yamada Right Vision Corporation,47397
20339,Universal Pictures,33
20339,Prominent Features,11352
11143,Golden Harvest Company,2521
11143,Eastern Productions,3359
5187,New Line Cinema,12
5187,Three Hearts Productions,36383
13519,Laurel Entertainment,2483
13519,Greengrass Productions,3156
32764,Wega Film,224
26877,Golden Harvest Company,2521
26877,Wong Jing's Workshop,23480
59051,Full Moon Entertainment,4867
18998,Renaissance Pictures,467
18392,New Line Cinema,12
18392,"Ministry of Film, The",21085
18392,General Media Entertainment,21086
8983,Anchor Bay Films,5860
41578,Front Films,21149
17796,Tommy,3397
63097,American Playhouse Theatrical Films,8827
17809,Eastern Productions,3359
271304,Pandora Cinema,185
271304,Generation Films (I),40670
271304,Lewin Films,40671
18837,Bandai Visual Company (JAPAN),570
18837,Studio Nue,3529
18837,Triangle Staff,3530
11067,Warner Bros.,6194
11067,Morgan Creek Productions,10210
10486,DD Productions,1524
10486,Film Par Film,3620
10486,Touchstone Pictures,9195
10486,Cité Films,14035
10486,Edward S. Feldman Company,35426
58416,Pandora Filmproduktion,254
58416,Sputnik Oy,706
58416,Finnish Film Foundation,2396
35977,Live Entertainment,285
35977,Motion Picture Corporation of America (MPCA),11061
19223,Sidonie,3621
54804,Big Deal Pictures,33783
18674,Golden Harvest Company,2521
18674,Eastern Productions,3359
152426,Laurel Entertainment,2483
152426,Spelling Films,10355
152426,Worldvision,13654
57221,,
26830,,
51038,,
30718,Savoy Pictures,11308
30718,Carolco Pictures,14723
37797,Studio Ghibli,10342
37797,Mimi wo Sumaseba Production Committee,12522
37797,Nippon Television Network (NTV),20192
37797,Hakuhodo,32441
37062,Fugitive Features,1625
37062,Alain Keytsman Production,65904
37062,Fugitive Darkly Noon,65905
37062,hauskunst Filmproduktions,85082
18665,Wong Jing's Workshop Ltd.,89807
12613,Sony Music Entertainment Japan,648
12613,Group TAC,5397
12613,Capcom,7220
21846,,
16233,Troma Entertainment,3052
13063,Avenging Conscience,2517
13063,Troma Entertainment,3052
13063,Cannibal Films Ltd.,20325
37563,Les Films du Losange,223
37563,Canal+,5358
37563,La Sept Cinéma,16366
37563,Sofilmka,95472
63054,,
41343,Star Overseas,3477
27318,Moonstone Entertainment,22289
16003,Filmteknik,6180
8214,Sputnik Oy,706
30330,Home Box Office (HBO),3268
30330,Northern Lights Entertainment,8816
29927,Radio Televizija Srbije,13027
29927,Cobra Films,37535
29927,MCRS,83034
48709,Les Films Alain Sarde,635
48709,Plateau A,1852
48709,Canal+,5358
37431,Overseas FilmGroup,888
100167,Orenda Films,38857
2061,Balboa Entertainment,20987
11210,Miramax,53009
148478,Lasihelmi Filmi,71825
27994,Troma Entertainment,3052
27994,GAGA,3656
27994,Namco Tales Studio Ltd.,4735
2460,,
12254,Meridian Broadcasting Ltd,5620
55902,,
74097,,
16992,Universal Pictures,33
16992,Hell's Kitchen Films,2307
9956,,
36702,,
134458,,
26124,BBC Films,288
9092,Interscope Communications,10201
9092,Polygram Filmed Entertainment,31080
18415,Fine Line Features,8
18415,Independent Pictures (II),2833
17629,Moviola Film och Television AB,6782
17629,TV4 Sweden AB,8267
17629,Yellow Cottage,17809
116008,GFT Entertainment,1069
116008,New Crime Productions,12886
116008,Child's Will Productions,40329
37517,Australian Film Finance Corporation (AFFC),8724
37517,Bill Bennett Productions,39601
37673,Ognon Pictures,1711
37673,MISR International Films,11574
37673,France 2 Cinéma,15671
26103,Filmwerks,7954
44641,,
8765,Davis-Films,342
8765,Cecchi Gori Group Tiger Cinematografica,371
8765,Colorado Film Production,10975
9845,Lolafilms,6861
9845,Instituto Mexicano de Cinematografía (IMCINE),8861
9845,Canal+ España,9335
9845,Mirador Films,20292
9845,Occidental Media Corp.,20293
9845,Sociedad General de Televisión (Sogetel),20295
26644,Arts Council of England,718
26644,British Broadcasting Corporation (BBC),3324
26644,British Screen Productions,12745
36221,,
26215,,
64559,Rhône-Alpes Cinéma,1666
64559,TF1 Films Production,3823
64559,Canal+,5358
64559,Télévision Suisse-Romande (TSR),8453
64559,MK2 Productions,9209
28123,Benjamin Productions,11224
35638,Sick-the Life and Death of Bob Flanagan-Supermasochist,94838
9732,Walt Disney Pictures,2
9732,Walt Disney Animation Australia,3476
9732,DisneyToon Studios,5391
86913,Miramax Films,14
30983,Imagine Entertainment,23
30983,HBO,6068
5470,CTV International,3417
10213,A Band Apart,59
10213,Dimension Films,7405
10213,Los Hooligans Productions,11705
19846,Pointblank Pictures,94202
50008,BBC Films,288
50008,Labrador Films,1400
50008,Scott Free Productions,1645
50008,HBO Pictures,3078
50008,WGBH,3449
12095,A Band Apart,59
12095,Dimension Films,7405
12095,Los Hooligans Productions,11705
1283,CARTEL S.A.,1026
1283,Rocabruno S.A.,1027
35016,,
95136,J&M Entertainment,12474
95136,Original Voices Inc.,12475
44625,Trimark Pictures,4063
44625,Trimark,5935
36282,,
14533,HBO Pictures,3078
9812,Propaganda Films,278
9812,PolyGram Filmed Entertainment,1382
41992,SF Norge Produksjon,6557
88421,,
8697,Golden Harvest Company,2521
22140,Zentropa,8109
7096,Hallmark Entertainment,4056
7096,NBC Studios,7928
7096,RHI Entertainment,20358
21039,Granada Film Productions,247
21039,Newmarket Capital Group,506
19850,Home Box Office (HBO),3268
17263,Trilogy Entertainment Group,2231
17263,Motion International,40414
17263,Goodbros. Pictures Entertainment,40415
344,Senator Film Produktion,191
344,Becker & Häberle Filmproduktion GmbH,5011
344,Traumwerk Filmproduktion GmbH,8465
15805,DC Comics,429
15805,Warner Bros. Animation,2785
14439,Home Box Office (HBO),3268
13428,CML Films,2751
13428,Meridian Films,31317
27260,,
11508,Saban Entertainment,2106
11508,Fox Family Films,11232
67899,,
36105,Haut et Court,726
36105,Catpics Coproductions,20698
36105,Cité-Amérique Cinèma Télévision Inc.,20699
47186,MK2 Productions,9209
47186,Serene Films,53505
50173,Shintoho Film Distribution Committee,9303
57644,,
46817,France 3 Cinéma,591
46817,PECF,1650
46817,Rhône-Alpes Cinéma,1666
46817,Canal+,5358
46817,Centre National de la Cinématographie (CNC),18367
46817,Les Films de la Boissière,75954
45935,Shochiku Company,4641
45935,3-H Films,29842
47060,Haut et Court,726
47060,Arc Light Films,7475
47060,La Sept-Arte,11332
47060,Central Motion Pictures,25345
47060,China Television (CTV),76897
84002,CTB Film Company,318
84002,Soyuzkino,21385
9943,,
23356,Rosemont Productions,10510
55257,,
2487,Toho Film (Eiga) Co. Ltd.,622
38821,Solar Films inc.,6339
10429,Hacker Productions,6005
17985,Kamikaze,3421
21210,Varma Corporation,19230
21210,India Talkies,69701
54860,TOEI,7260
54860,Nippon-American Productions,39835
9597,RF2K Productions,1169
9597,TF1 Films Production,3823
9597,Studio Canal,5870
9597,Lions Gate,6644
21644,,
5511,Fida cinematografica,73
5511,Compagnie Industrielle et Commerciale Cinématographique (CICC),11788
5511,TC Productions,21777
5511,Filmel,42182
12485,Aurora Productions,1087
12485,Artisan Entertainment,2188
49745,,
62825,,
17074,DC Comics,429
17074,Warner Bros. Television,1957
17074,Warner Bros. Animation,2785
18491,TV Tokyo,3034
18491,Gainax,3041
18491,Movic,3466
18491,SEGA,5511
18491,Toei Animation,5542
18491,Kadokawa Shoten Publishing Co.,9068
18491,Production I.G.,12657
18491,Project Eva,21503
18491,Star Child Recording,21504
175739,,
13777,,
11854,,
87489,,
33491,Canal+,5358
33491,Agat Films & Cie,6519
33491,Arte France Cinéma,6916
33491,Tabo Tabo Films,15614
33491,Centre National de la Cinématographie (CNC),18367
33491,Sofinergie 4,28670
12619,Rogue Pictures,134
12619,Industry Entertainment,376
12619,Fresh Produce Company,74939
39927,The Kushner-Locke Company,2499
24272,,
29587,Public Art Films,19684
3716,Wüste Filmproduktion,204
3716,Quality Pictures,25757
11944,,
21348,Les Armateurs,6973
21348,Radio Télévision Belge Francophone (RTBF),7466
21348,Monipoly Productions,8175
21348,France 3 Cinema,16804
15319,Kurosawa Production Co.,2680
15319,Asmik Ace Entertainment,3033
15319,7 Films Cinéma,22805
9011,,
2332,ARP Sélection,189
2332,TF1 Films Productions,356
54003,Team Okuyama,29867
54003,Allied Entertainment Group Inc.,40738
54003,Eagle Eye Films Inc.,40739
54003,Fire Heart Films Inc.,40740
20882,Kinokompaniya CTB,886
20882,Nikola Film,13205
10205,Beyond Films,15635
40476,MP Productions,21321
40476,Agav Hafakot,39718
18394,Granada Film Productions,247
31774,,
35735,,
38203,Yleisradio (YLE),5975
19362,,
5458,Original Film,333
5458,Newmarket Capital Group,506
5458,Columbia TriStar Television,10471
31161,,
65296,Procirep,311
65296,Canal+,5358
65296,Arte France Cinéma,6916
65296,3B Productions,7184
65296,Centre National de la Cinématographie (CNC),18367
65296,Pictanovo Nord-Pas-de-Calais,38038
65296,C.R.R.A.V,48368
32067,,
32306,,
66668,,
72490,Nikkatsu,955
72490,King Records,23399
72490,Tokyo Theatres K.K.,36339
10482,Universal Pictures,33
107942,,
28031,Team Todd,598
28031,HBO Films,7429
54491,TriStar Pictures,559
54491,NEST Family Entertainment,4107
54491,Crest Animation Productions,21234
110147,,
15653,Walt Disney Television Animation,3475
43423,MK2 Productions,9209
12480,Fidélité Productions,147
12480,Les Films Alain Sarde,635
12480,Euro Space,9145
12480,Studio Images 6,74541
13439,Vertigo Productions,2756
844,Paradis Films,255
844,Orly Films,354
844,Shanghai Film Group Corporation,19858
844,Jet Tone Films,26492
29512,Studio Canal,5870
29512,Barenholtz Production,39924
29512,Romero-Grunwald Productions,55518
97206,Creative Entertainment Group,23839
97206,Silver Bullet Pictures,24025
97206,Imperial Fish Company,27501
101338,,
23985,,
2463,,
16874,Third Costa,3224
16874,Australian Film Finance Corporation (AFFC),8724
16874,Film Victoria,11840
16874,G.O. Films,90114
274669,,
32166,Forensic Films,2813
32166,Canal+,5358
32166,TVA International,35459
32166,Glaski Productions,65760
204839,,
38987,In Extremis Images,25817
38987,The East Side Film Company,42050
9439,Filmax,3631
52666,Canal+Polska,250
52666,Agencja Produkcji Filmowej,266
52666,ITI Cinema,68040
71138,,
39872,Toei Company,9255
53048,,
22616,Jiveass Video,4119
20160,Solar Films inc.,6339
28943,,
16234,DC Comics,429
16234,Warner Bros. Animation,2785
82550,,
11599,Coproduction Office,6505
11599,Essential Filmproduktion GmbH,20691
33253,The Film Factory,3707
33253,Five Stars Production Company,7173
11075,Omega Project,1195
11075,Basara Pictures,17337
11075,Creators Company Connection,17338
16171,,
33355,,
49671,Channel Four Films,181
15917,V.I.P. Films,5248
10706,Neo Art & Logic,2811
10706,Dimension Films,7405
36246,,
17208,Creative Thinking International Ltd.,3269
26245,,
62529,,
467,Cowboy Films,245
467,Film Council,246
467,Granada Film Productions,247
467,Impact Pictures,248
467,Pathé Pictures International,1178
467,Canal+,5358
25988,Fine Line Features,8
73952,,
19738,TV Tokyo,3034
19738,Movic,3466
19738,King Record Co.,4673
19738,Shogakukan,9149
19738,J.C.Staff,11884
19738,Star Child Recording,21504
19738,Sega of America,22939
19738,Shôjo Kakumei Utena Production Co.,22940
16435,Les Films Alain Sarde,635
16435,Canal+,5358
16435,Omnibus,55949
26014,,
45418,,
15024,Wolper Organization,2428
15024,Turner Network Television (TNT),5730
15024,Constantin Film Produktion,5755
15024,Warner Bros.,6194
15024,Stillking Films,11345
11366,Omega Micott Inc.,5284
11366,Shogakukan,9149
11366,Space Shower TV,66411
89823,,
10751,Thura Film,2105
38294,,
18836,Pandora Filmproduktion,254
18836,Flach Films,324
18836,Pyramide Films,2652
18836,Portman Film,3488
18836,Pendragon Pictures,12527
10757,,
55256,Yleisradio (YLE),5975
55256,Lasihelmi Filmi,71825
23160,Arte,201
23160,13 Productions,28190
23160,Magyar Mozgókép Alapítvány,55535
23160,Fondazione Montecinemaverita,55536
23160,Goëss Film,55537
2899,Renn Productions,82
2899,Canal Plus,104
2899,La Petite Reine,1992
2899,TF1 Films Production,3823
2899,Chez Wam,8006
2899,Centre National de la Cinématographie (CNC),18367
2899,KC Medien,22182
2899,Katharina,22370
44756,,
18088,,
31010,,
20536,61* Productions Inc.,3795
3577,Sat.1,1478
3577,teamWorx Produktion für Kino und Fernsehen GmbH,1479
27259,Film Council,246
27259,StudioCanal,694
27259,Midfield Films,3080
27259,Canal+,5358
27259,Working Title Films,10163
27259,WT2 Productions,10462
19448,Home Box Office (HBO),3268
19448,Cane/Gabay Productions,3613
19448,Good Machine,10565
14923,Home Box Office (HBO),3268
14923,Dakota Pictures,3849
14923,Burg/Koules Productions,17106
14923,Dakota North Entertainment,21228
32248,Toho Company,882
47115,,
2440,Myung Film Company,2479
2440,CJ Entertainment,7036
10836,,
10955,Mr. Mudd Production,2130
10955,Cattleya,10102
10955,Baby Films,93156
12900,BBC Films,288
12900,HBO Films,7429
37998,,
10978,Memfis Film,321
10978,Film i Väst,17513
10978,Dramatiska Institutet,35399
10978,TV1000 AB,35401
81540,,
40096,Lereby Productions,11446
40096,Globo Filmes,13969
11847,,
52999,Les Films Alain Sarde,635
52999,Vega Film,8138
52999,Vértigo Films,69195
52999,Centre National de la Cinématographie (CNC) / France 3 Cinéma,73441
52999,Pauline's Angel,84800
41714,Nordic Film och TV Fund,11679
41714,Sunflower Productions,22253
41714,Norsk Filmfond,46201
41714,"Dinamo Story,",53427
41714,SF Norge Filmparken,53901
41714,Samy Boy Entertainment,53902
41714,Sud-Est Productions,53903
11056,Vía Digital,357
11056,Filmax Entertainment,7302
11056,Dimension Films,7405
11056,Castelao Producciones,7956
27967,,
919,Aniplex,2883
919,Production I.G.,12657
57558,,
13437,Epsilon Motion Pictures,1171
13437,Franchise Pictures,1403
13437,Dante Entertainment,2755
13437,Warner Bros.,6194
13437,Quinta Communications,6370
13437,Cinema Holdings,22006
13437,Lionweed,22007
55852,,
211,Luna Filmproduktion,402
10046,Ultra Films,828
10046,La Petite Reine,1992
10046,TF1 Films Production,3823
10046,TPS Star,6586
10046,A.J.O.Z. Films,11473
10046,120 Films,19233
10046,Crystalcreek Ltd.,19234
27245,Suncent CinemaWorks,23481
27245,Taki Corporation,23482
6382,B.J. Films,2080
36243,"Toho Pictures, Inc.",74807
45538,,
48843,,
22242,,
50467,Feelgood Films,90899
16077,Universal Pictures,33
16077,StudioCanal,694
16077,Working Title Films,10163
16077,WT2 Productions,10462
16077,imX Communications,22150
58255,,
2191,,
11553,Paradis Films,255
29832,,
10726,Lions Gate Films,35
57100,Columbia Pictures Film Production Asia,2798
44793,Canadian Broadcasting Corporation (CBC),12113
44793,Qu4tre par Quatre,20169
44793,Canadian Television Fund,20170
35110,CP Medien AG,5521
9298,Universal Pictures,33
9298,WT2 Productions,10462
89591,Spice Factory,1071
89591,Beyond Films,2081
89591,Great British Films,3869
89591,Enterprise Films,4474
13899,Daiei Motion Picture Company,3214
13899,Toei Video Company,9221
13899,Excellent Film,9222
437,Lions Gate Films,35
437,Ghost House Pictures,768
38901,,
37712,DENTSU Music And Entertainment,2752
37712,TV Tokyo,3034
37712,Shôchiku Eiga,5070
37712,Eisei Gekijo,9177
37712,Ogura Jimusyo Co.,12149
37712,Victor Company of Japan (JVC),21480
37266,Delux Productions,1472
37266,C.R.G. International,8291
37266,Zephyr Films,16923
14809,,
27324,Kadokawa Pictures,2073
27324,Nippon Television Network Corporation (NTV),6755
27324,Hakuhodo Inc.,13411
27324,Imagica,13412
33625,,
35583,,
35848,,
4592,Hollywood Partners,30257
4592,Carol Baum Productions,35445
4592,Bregman-IAC Productions,51762
4592,Living Pictures,51763
4592,The Pitt Group,51764
4592,Carolina Torn Asunder Inc.,51765
71099,Millbrook Farm Productions,19777
71099,Dufferin Gate Productions,40969
9025,Allegro Films,4899
2111,Les Films de la Suane,943
2111,Le Film,944
14752,Excel Entertainment,2934
11178,,
10943,Granada Film Productions,247
10943,Isle of Man Film,2268
10943,Isle of Man Film Commission,8719
10943,Samuelson Productions,22514
125842,,
100973,Sweetwater AB,47356
23305,Filmfour,6705
21707,,
10981,,
10918,Spice Factory,1071
10918,Great British Films,3869
10918,Snowfall Films,23632
30839,Altamira Pictures Inc.,5099
4612,GFT Entertainment,1069
4612,Studio Eight Productions,4794
4612,Canadian Film or Video Production Tax Credit (CPTC),8582
4612,Visionview Production,29018
4612,Ontario Film and Television Tax Credit (OFTTC),54606
36222,Daiei Motion Picture Company,3214
36222,Toei Video Company,9221
36222,Excellent Film,9222
33068,Mixed Greens Media,5245
13984,Téléfilm Canada,806
13984,Canadian Film or Video Production Tax Credit (CPTC),8582
13984,Busted Tranny,38015
16184,Katakuri-ke no Kôfuku Seisaku Iinkai,3158
53244,CB Films,243
53244,Arte France Cinéma,6916
53244,France Télévision Images 2,7643
53244,Flach Film,8277
14868,MacGowan Films,3009
14868,Rapacious Productions,3010
36353,TLA Releasing,328
97754,,
11427,Sagittaire Films,3549
11427,Captain Movies,23478
18072,A Bad Way Ltd,3444
18072,Kudos Productions Ltd.,3445
18072,Little Wing Films,3446
4689,CJ Entertainment,7036
4689,Studio Box,11340
