name,budget,release_date,revenue,title,return,return_dire
Rex Ingram,3900000.0,1925-12-30,9000000.0,Ben-Hur: A Tale of the Christ,2.3076923076923075,2.3076923076923075
Christy Cabanne,3900000.0,1925-12-30,9000000.0,Ben-Hur: A Tale of the Christ,2.3076923076923075,2.3076923076923075
Fred Niblo,3900000.0,1925-12-30,9000000.0,Ben-Hur: A Tale of the Christ,2.3076923076923075,3.9427071444875597
J.J. Cohn,3900000.0,1925-12-30,9000000.0,Ben-Hur: A Tale of the Christ,2.3076923076923075,2.3076923076923075
Robert Wiene,18000.0,1920-02-25,0.0,The Cabinet of Dr. Caligari,0.0,0.0
Michael Crichton,6000000.0,1979-01-25,0.0,The First Great Train Robbery,0.0,0.0
Hugh Wilson,20000000.0,1994-03-11,0.0,Guarding Tess,0.0,38.16490413247863
Russell Mulcahy,30000000.0,1991-01-30,15556340.0,Highlander II: The Quickening,0.5185446666666667,6.258606452525252
Danny DeVito,35000000.0,1992-12-25,0.0,Hoffa,0.0,5.549336740079365
Steven Soderbergh,11000000.0,1991-11-15,0.0,Kafka,0.0,58.155829214768836
Bernardo Bertolucci,1250000.0,1972-10-14,36144000.0,Last Tango in Paris,28.9152,32.057442824182196
James Orr,20000000.0,1990-10-12,15379253.0,Mr. Destiny,0.76896265,0.76896265
Charles Laughton,795000.0,1955-04-03,0.0,The Night of the Hunter,0.0,0.0
Menahem Golan,25000000.0,1987-02-13,16057580.0,Over the Top,0.6423032,inf
Kevin Hooks,15000000.0,1992-11-05,44065653.0,Passenger 57,2.9377102,inf
Nadia Tass,17010000.0,1991-08-09,24941969.0,Pure Luck,1.4663121105232215,1.4663121105232215
Kinji Fukasaku,4500000.0,2000-12-16,25000000.0,Battle Royale,5.555555555555555,6.714994088025636
Jean-Jacques Beineix,0.0,1986-04-09,2003822.0,Betty Blue,inf,inf
Steve Oedekerk,25000000.0,1997-07-18,0.0,Nothing to Lose,0.0,8.506556982352942
John Ford,864000.0,1936-08-28,1276000.0,Mary of Scotland,1.476851851851852,27.414610366083867
George Stevens,886000.0,1936-08-27,2600000.0,Swing Time,2.9345372460496613,16.64129828075695
D.W. Griffith,100000.0,1915-02-08,11000000.0,The Birth of a Nation,110.0,110.0
Arthur Rosson,3000000.0,1948-08-26,9012000.0,Red River,3.004,3.004
John Ford,531374.0,1939-03-02,1103757.0,Stagecoach,2.0771753981188392,27.414610366083867
Melvin Frank,4000000.0,1955-12-24,0.0,The Court Jester,0.0,0.0
Norman Panama,4000000.0,1955-12-24,0.0,The Court Jester,0.0,0.0
William Wyler,1250000.0,1938-03-19,0.0,Jezebel,0.0,42.830117095238094
Lloyd Bacon,439000.0,1933-02-02,2281000.0,42nd Street,5.195899772209567,5.195899772209567
Wesley Ruggles,225000.0,1933-10-06,2850000.0,I'm No Angel,12.666666666666666,12.666666666666666
David Lean,8000000.0,1984-12-14,27187653.0,A Passage to India,3.398456625,27.30042438257576
Clarence Brown,1152000.0,1935-08-30,1439000.0,Anna Karenina,1.2491319444444444,4.817496555704498
Billy Wilder,4000000.0,1974-12-01,0.0,The Front Page,0.0,42.419664904744934
Hayao Miyazaki,1000000.0,1984-03-11,3301446.0,Nausicaä of the Valley of the Wind,3.301446,48.4866941751044
Tom Mankiewicz,20000000.0,1987-06-25,66673516.0,Dragnet,3.3336758,3.6418328555555552
Steven Spielberg,35000000.0,1979-12-13,31755742.0,1941,0.9073069142857144,309.9980864877447
Kirk Wong,0.0,1993-06-24,194720.0,Crime Story,inf,inf
Joseph Losey,600000.0,1967-02-05,0.0,Accident,0.0,0.0
Mark Jones,900000.0,1993-01-08,8556940.0,Leprechaun,9.507711111111112,9.507711111111112
Hiroyuki Yamaga,8000000.0,1987-03-14,0.0,Royal Space Force - The Wings Of Honneamise,0.0,0.0
Richard Friedman,2500000.0,2003-04-15,0.0,Dark Wolf,0.0,0.0
Geoff Burrowes,16000000.0,1991-02-01,4409328.0,Run,0.275583,0.275583
Wayne Kramer,32000000.0,2003-01-17,0.0,The Cooler,0.0,0.6003169294117647
Bille Woodruff,18000000.0,2003-11-24,62646763.0,Honey,3.480375722222222,4.934429722222222
Tim Burton,70000000.0,2003-12-25,122919055.0,Big Fish,1.7559865,61.21790076693029
Nancy Meyers,80000000.0,2003-12-12,266728738.0,Something's Gotta Give,3.334109225,19.09958051659664
Bobby Farrelly,55000000.0,2003-12-10,33828318.0,Stuck on You,0.6150603272727273,51.90783745417289
Peter Farrelly,55000000.0,2003-12-10,33828318.0,Stuck on You,0.6150603272727273,57.31433545417289
Peter Jackson,94000000.0,2003-12-01,1118888979.0,The Lord of the Rings: The Return of the King,11.903074244680852,50.50507879859675
Nigel Cole,10000000.0,2003-09-02,96542059.0,Calendar Girls,9.6542059,13.716811400000001
Jonathan Kesselman,1000000.0,2003-01-01,0.0,The Hebrew Hammer,0.0,0.0920276
Vadim Perelman,16500000.0,2003-12-19,16942795.0,House of Sand and Fog,1.0268360606060607,1.0268360606060607
Patty Jenkins,8000000.0,2003-11-16,60378584.0,Monster,7.547323,13.054574322147651
Shawn Levy,40000000.0,2003-12-24,190212113.0,Cheaper by the Dozen,4.755302825,32.99045041184757
Anthony Minghella,79000000.0,2003-12-24,173013509.0,Cold Mountain,2.190044417721519,inf
P.J. Hogan,100000000.0,2003-12-25,121975011.0,Peter Pan,1.21975011,16.843964272719298
Jean-Claude Brisseau,0.0,2002-10-16,105090.0,Secret Things,inf,inf
Andy Cadiff,23000000.0,2004-01-09,12.0,Chasing Liberty,5.217391304347826e-07,5.217391304347826e-07
Cheryl Dunye,0.0,2004-01-09,51.0,My Baby's Daddy,inf,inf
John Hamburg,42000000.0,2004-01-16,171963386.0,Along Came Polly,4.094366333333333,9.435579851305093
Timothy Bjorklund,10000000.0,2004-01-16,0.0,Teacher's Pet,0.0,0.0
Joseph Kahn,40000000.0,2004-01-16,46546197.0,Torque,1.163654925,1.163654925
Siddiq Barmak,46000.0,2003-05-20,0.0,Osama,0.0,0.0
Jack Clayton,6500000.0,1974-03-27,26533200.0,The Great Gatsby,4.082030769230769,4.379719558704454
Sheldon Lettich,6000000.0,1993-08-27,3283371.0,Only the Strong,0.5472285,6.567108966666667
Renny Harlin,49000000.0,1990-07-11,20423389.0,The Adventures of Ford Fairlane,0.4168038571428571,28.61361529101027
James Toback,15000000.0,1987-09-18,13290368.0,The Pick-up Artist,0.8860245333333333,inf
Brian Yuzna,3000000.0,2003-04-04,0.0,Beyond Re-Animator,0.0,0.0271035
Raoul Walsh,455000.0,1941-01-25,0.0,High Sierra,0.0,1.0688818953660182
Louis J. Gasnier,100000.0,1936-01-15,0.0,Reefer Madness,0.0,0.0
Robert Fiore,1000000.0,1977-01-18,0.0,Pumping Iron,0.0,0.0
Michael Laughlin,5000000.0,1985-11-18,0.0,Mesmerized,0.0,inf
Takashi Miike,1400000.0,2001-12-22,0.0,Ichi the Killer,0.0,inf
D.W. Griffith,8394751.0,1916-09-04,0.0,Intolerance: Love's Struggle Throughout the Ages,0.0,110.0
Ken Hughes,10000000.0,1968-12-16,0.0,Chitty Chitty Bang Bang,0.0,3.4787265
Edward Bernds,450000.0,1962-07-04,0.0,The Three Stooges in Orbit,0.0,0.0
Eric Bress,13000000.0,2004-01-22,96060858.0,The Butterfly Effect,7.38929676923077,7.38929676923077
J. Mackye Gruber,13000000.0,2004-01-22,96060858.0,The Butterfly Effect,7.38929676923077,7.38929676923077
Robert Luketic,17000000.0,2004-01-23,16980098.0,Win a Date with Tad Hamilton!,0.9988292941176472,21.574244088740638
C. Jay Cox,850000.0,2003-07-10,819939.0,Latter Days,0.9646341176470588,0.9646341176470588
Kevin Rodney Sullivan,18000000.0,2004-01-20,65070412.0,Barbershop 2:  Back in Business,3.615022888888889,7.467665760317461
Bart Freundlich,18000000.0,2004-02-06,16702864.0,Catch That Kid,0.9279368888888888,1.1573443888888888
James Sbardellati,18000000.0,2004-02-06,16702864.0,Catch That Kid,0.9279368888888888,inf
Peter Merwin,18000000.0,2004-02-06,16702864.0,Catch That Kid,0.9279368888888888,0.9279368888888888
Gavin O'Connor,28000000.0,2004-02-06,64445708.0,Miracle,2.3016324285714287,11.950783980995672
Bernardo Bertolucci,15000000.0,2003-09-01,15121165.0,The Dreamers,1.0080776666666666,32.057442824182196
Rory Kelly,0.0,1994-01-01,161410.0,Sleep with Me,inf,inf
Tony Cinciripini,6000000.0,1998-09-11,0.0,Hell's Kitchen,0.0,0.0
William Crain,500000.0,1972-08-25,0.0,Blacula,0.0,0.0
Catherine Hardwicke,2000000.0,2003-08-20,4601043.0,Thirteen,2.3005215,15.571168534182755
Erich von Stroheim,1100000.0,1922-01-11,400200.0,Foolish Wives,0.3638181818181818,0.3655073710073709
Willard Huyck,18000000.0,1984-07-20,19265302.0,Best Defense,1.0702945555555556,2.0963154744744745
François Dupeyron,0.0,2003-12-03,11576431.0,Monsieur Ibrahim,inf,inf
Richard C. Sarafian,1300000.0,1971-01-15,72266306.0,Vanishing Point,55.58946615384615,55.58946615384615
Raoul Walsh,1135654.0,1924-03-18,1213880.0,The Thief of Bagdad,1.0688818953660182,1.0688818953660182
George Stevens,3000000.0,1959-03-18,0.0,The Diary of Anne Frank,0.0,16.64129828075695
Paul Verhoeven,6500000.0,1985-08-30,0.0,Flesh + Blood,0.0,20.394810405234256
John Irvin,8500000.0,1986-06-06,16209459.0,Raw Deal,1.906995176470588,inf
David Green,22000000.0,1990-05-25,0.0,Fire Birds,0.0,0.0
Charles S. Dutton,39000000.0,2004-02-20,6614280.0,Against the Ropes,0.1695969230769231,0.1695969230769231
Jeff Schaffer,25000000.0,2004-02-20,20796847.0,EuroTrip,0.83187388,0.83187388
Jay Chandrasekhar,8500000.0,2004-02-27,5001655.0,Club Dread,0.58843,10.064622415238095
Guy Ferland,25000000.0,2004-02-27,27685016.0,Dirty Dancing: Havana Nights,1.10740064,1.10740064
Wolfgang Becker,4800000.0,2003-02-09,79384880.0,"Good bye, Lenin!",16.538516666666666,16.538516666666666
Joe Johnston,100000000.0,2004-03-05,108103450.0,Hidalgo,1.0810345,20.679023729121866
Todd Phillips,60000000.0,2004-03-05,170268750.0,Starsky & Hutch,2.8378125,40.071450447949786
Lisa Gottlieb,11500000.0,1985-04-26,0.0,Just One of the Guys,0.0,0.0
Pen Densham,6000000.0,1988-10-14,0.0,The Kiss,0.0,0.0
Kevin Allen,26000000.0,2004-06-24,28818995.0,Agent Cody Banks 2: Destination London,1.1084228846153843,1.1084228846153843
Luke Greenfield,25000000.0,2004-04-09,30411183.0,The Girl Next Door,1.21644732,14.81778235605806
David Koepp,40000000.0,2004-03-12,92913171.0,Secret Window,2.322829275,5.478998686904761
Paul Flaherty,19000000.0,1994-04-01,7411659.0,Clifford,0.3900873157894737,0.3900873157894737
John McNaughton,0.0,1993-03-05,11081586.0,Mad Dog and Glory,inf,inf
Terry Jones,12.0,1996-10-16,1.0,The Wind in the Willows,0.0833333333333333,inf
Zack Snyder,28000000.0,2004-03-19,102356381.0,Dawn of the Dead,3.6555850357142856,20.867321632755562
Michel Gondry,20000000.0,2004-03-19,72258126.0,Eternal Sunshine of the Spotless Mind,3.6129063,inf
D.J. Caruso,45000000.0,2004-03-19,65470529.0,Taking Lives,1.4549006444444443,17.440701749941642
Kevin Smith,35000000.0,2004-03-25,36098382.0,Jersey Girl,1.031382342857143,180.69327696256613
Ernest R. Dickerson,3000000.0,2004-03-26,5923000.0,Never Die Alone,1.9743333333333333,8.679044239279278
Guillermo del Toro,66000000.0,2004-04-02,99318987.0,Hellboy,1.5048331363636365,16.5512825462718
Will Finn,110000000.0,2004-04-02,103951461.0,Home on the Range,0.9450132818181818,0.9450132818181818
John Sanford,110000000.0,2004-04-02,103951461.0,Home on the Range,0.9450132818181818,0.9450132818181818
Kevin Bray,56000000.0,2004-04-02,57223890.0,Walking Tall,1.0218551785714285,2.842064535714286
Matthew Ryan Hoge,0.0,2003-01-18,343816.0,The United States of Leland,inf,inf
Christopher Erskin,12000000.0,2004-04-07,31179516.0,Johnson Family Vacation,2.598293,2.598293
John Lee Hancock,145000000.0,2004-04-07,25819961.0,The Alamo,0.1780686965517241,18.794426987881774
Damian Nieman,6800000.0,2003-05-18,0.0,Shade,0.0,0.0
Cecil B. DeMille,13000000.0,1956-10-05,122700000.0,The Ten Commandments,9.43846153846154,30.20692282511935
George A. Romero,650000.0,1978-09-02,55000000.0,Dawn of the Dead,84.61538461538461,367.38755024151243
Ken Annakin,5600000.0,1965-06-03,29950000.0,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5.348214285714286,12.136170357900163
Michael Lembeck,20000000.0,2004-04-16,11341016.0,Connie and Carla,0.5670508,12.611005242307693
Quentin Tarantino,30000000.0,2004-04-16,152159461.0,Kill Bill: Vol. 2,5.071982033333334,67.79752920242424
Jonathan Hensleigh,33000000.0,2004-04-15,54700105.0,The Punisher,1.6575789393939393,inf
Gary Winick,37000000.0,2004-04-13,96455697.0,13 Going on 30,2.6069107297297296,27.398397076788548
Nick Hamm,25000000.0,2004-04-30,30114487.0,Godsend,1.20457948,1.20457948
Peter Howitt,28000000.0,2004-04-04,30016165.0,Laws of Attraction,1.0720058928571428,15.35976834285714
Hugh Wilson,6000000.0,2004-05-02,293793.0,Mickey,0.0489655,38.16490413247863
Stephen Sommers,160000000.0,2004-05-05,300257475.0,Van Helsing,1.87660921875,13.471031130858844
Michael Burke,800000.0,2003-01-17,62852.0,The Mudge Boy,0.078565,0.078565
Wolfgang Petersen,175000000.0,2004-05-13,497409852.0,Troy,2.842342011428572,26.27115616493404
Hector Babenco,3684600.0,2003-03-21,0.0,Carandiru,0.0,0.0373861944444444
Tapio Piirainen,2000000.0,2003-01-31,0.0,Raid,0.0,0.0
Jim Gillespie,55000000.0,2002-01-04,6416302.0,D-Tox,0.1166600363636363,7.50407968342246
Wolfgang Petersen,40000000.0,1985-12-12,12303411.0,Enemy Mine,0.307585275,26.27115616493404
Robert Clouse,850000.0,1973-08-17,90000000.0,Enter the Dragon,105.88235294117646,106.55654070588234
Amber Benson,75000.0,2002-09-22,0.0,Chance,0.0,0.0
Lewis Gilbert,9500000.0,1967-06-12,111584787.0,You Only Live Twice,11.74576705263158,31.176918876160993
John Glen,27500000.0,1983-06-05,187500000.0,Octopussy,6.818181818181818,28.74071445121753
Irvin Kershner,36000000.0,1983-10-07,160000000.0,Never Say Never Again,4.444444444444445,38.51787478412699
George Stevens,3000000.0,1942-01-19,0.0,Woman of the Year,0.0,16.64129828075695
Paul Verhoeven,2300000.0,1977-09-22,0.0,Soldier of Orange,0.0,20.394810405234256
Donna Deitch,350000.0,1985-10-01,2400000.0,Desert Hearts,6.857142857142857,6.857142857142857
Brian De Palma,10000000.0,1984-10-25,8801940.0,Body Double,0.880194,inf
Stuart Millar,0.0,1975-10-17,8022000.0,Rooster Cogburn,inf,inf
Nick Broomfield,0.0,1992-05-15,311245.0,Monster in a Box,inf,inf
Brian De Palma,12000000.0,1992-08-07,37170057.0,Raising Cain,3.09750475,inf
Ryûhei Kitamura,10000.0,2000-10-23,0.0,Versus,0.0,0.2613822597701148
James Bridges,5900000.0,1979-03-16,51718367.0,The China Syndrome,8.765824915254237,9.44576480999108
Menahem Golan,0.0,1986-02-14,17768900.0,The Delta Force,inf,inf
Jacques Tourneur,134000.0,1942-12-05,4000000.0,Cat People,29.85074626865672,29.85074626865672
Steven Seagal,50000000.0,1994-02-18,49000000.0,On Deadly Ground,0.98,0.98
Glen Goei,1070000.0,1998-05-28,570000.0,Forever Fever,0.5327102803738317,0.5327102803738317
Don Chaffey,1000000.0,1963-06-19,0.0,Jason and the Argonauts,0.0,0.0
Mihalis Kakogiannis,783000.0,1964-12-14,0.0,Zorba the Greek,0.0,27.0
Luis Llosa,0.0,1993-01-29,18994653.0,Sniper,inf,inf
Phil Roman,0.0,1980-01-01,2013193.0,"Bon Voyage, Charlie Brown (and Don't Come Back!)",inf,inf
Bill Melendez,0.0,1980-01-01,2013193.0,"Bon Voyage, Charlie Brown (and Don't Come Back!)",inf,inf
Sergey Bondarchuk,25000000.0,1970-10-26,3052000.0,Waterloo,0.12208,0.12208
Vincenzo Natali,7500000.0,2002-10-01,0.0,Cypher,0.0,inf
Michael Wadleigh,600000.0,1970-03-26,34505110.0,Woodstock,57.508516666666665,58.1336181372549
Greg Yaitanes,20000000.0,2003-03-25,0.0,Frank Herbert's Children of Dune,0.0,0.0
John Harrison,20000000.0,2000-12-03,0.0,Frank Herbert's Dune,0.0,4.664163714285714
S. S. Wilson,4000000.0,1996-04-09,0.0,Tremors 2: Aftershocks,0.0,0.0
Victor Halperin,50000.0,1932-08-04,0.0,White Zombie,0.0,0.0
Mario Bava,66500.0,1963-08-29,0.0,The Whip and the Body,0.0,0.0
Barry Shear,1000000.0,1968-05-29,0.0,Wild in the Streets,0.0,0.0
Sean Penn,7000000.0,1991-05-19,191125.0,The Indian Runner,0.0273035714285714,4.617646371428571
John Waters,65000.0,1977-05-27,0.0,Desperate Living,0.0,501.4806881785548
Clive Barker,11000000.0,1990-02-16,8862354.0,Nightbreed,0.8056685454545455,15.369695545454546
Edward Lachman,1300000.0,2002-08-31,447741.0,Ken Park,0.3444161538461538,0.3444161538461538
Stuart Gordon,4500000.0,1986-06-05,1261000.0,From Beyond,0.2802222222222222,3.435423265
Stuart Gordon,10000000.0,1989-10-01,0.0,Robot Jox,0.0,3.435423265
Stuart Gordon,25000000.0,1996-03-01,1614266.0,Space Truckers,0.06457064,3.435423265
Allan Arkush,300000.0,1979-08-24,0.0,Rock 'n' Roll High School,0.0,inf
Paul Bartel,300000.0,1975-04-27,8000000.0,Death Race 2000,26.666666666666668,28.58974358974359
Mervyn LeRoy,195845.0,1932-11-19,0.0,I Am a Fugitive from a Chain Gang,0.0,3.636363636363636
John Irvin,0.0,1987-08-23,13839404.0,Hamburger Hill,inf,inf
Jack Smight,3500000.0,1966-02-23,12000000.0,Harper,3.4285714285714284,19.608179271708682
David Jacobson,250000.0,2002-06-21,144008.0,Dahmer,0.576032,0.6826409999999999
Mary Agnes Donoghue,34000000.0,1991-09-18,18634643.0,Paradise,0.5480777352941176,0.5480777352941176
Andreas Dresen,600000.0,2002-02-12,0.0,Grill Point,0.0,0.0
F.W. Murnau,0.0,1927-09-23,121.0,Sunrise: A Song of Two Humans,inf,inf
Rowdy Herrington,0.0,1992-03-06,9.0,Gladiator 1992,inf,inf
Jeff Gillen,200000.0,1974-02-02,0.0,Deranged,0.0,0.0
Alan Ormsby,200000.0,1974-02-02,0.0,Deranged,0.0,0.0
Ralph Nelson,950000.0,1968-09-23,814666.0,Charly,0.8575431578947369,0.8575431578947369
Dick Maas,350000.0,1983-05-11,0.0,The Lift,0.0,0.0108779333333333
Russ Meyer,2090000.0,1970-07-17,40000000.0,Beyond the Valley of the Dolls,19.138755980861244,98.08612440191388
Hector Babenco,36000000.0,1991-12-06,1345903.0,At Play in the Fields of the Lord,0.0373861944444444,0.0373861944444444
Tom Savini,4200000.0,1990-10-18,5835247.0,Night of the Living Dead,1.389344523809524,1.389344523809524
Fred C. Newmeyer,0.0,1923-04-01,623.0,Safety Last!,inf,inf
Sam Taylor,0.0,1923-04-01,623.0,Safety Last!,inf,inf
Emir Kusturica,19000000.0,1993-01-06,0.0,Arizona Dream,0.0,0.0
Rouben Mamoulian,1114000.0,1933-12-26,2610000.0,Queen Christina,2.342908438061041,2.342908438061041
Lloyd Kaufman,500000.0,2001-11-01,0.0,Citizen Toxie: The Toxic Avenger IV,0.0,0.0
Albert Magnoli,7200000.0,1984-07-27,68392977.0,Purple Rain,9.499024583333334,inf
Ken Hughes,3750000.0,1970-09-16,0.0,Cromwell,0.0,3.4787265
Ernest B. Schoedsack,200000.0,1932-09-16,0.0,The Most Dangerous Game,0.0,14.88095238095238
Irving Pichel,200000.0,1932-09-16,0.0,The Most Dangerous Game,0.0,0.0
Edward Dmytryk,2000000.0,1954-06-24,21750000.0,The Caine Mutiny,10.875,12.675687285223368
Emeric Pressburger,424000.0,1947-01-01,0.0,Black Narcissus,0.0,0.0
Michael Powell,424000.0,1947-01-01,0.0,Black Narcissus,0.0,0.5597133333333333
Andrew Adamson,150000000.0,2004-05-19,919838758.0,Shrek 2,6.132258386666667,inf
Kelly Asbury,150000000.0,2004-05-19,919838758.0,Shrek 2,6.132258386666667,16.220484835277777
Conrad Vernon,150000000.0,2004-05-19,919838758.0,Shrek 2,6.132258386666667,20.86903924982456
Roland Emmerich,125000000.0,2004-05-26,544272402.0,The Day After Tomorrow,4.354179216,34.333261797402486
Jessy Terrero,16000000.0,2004-05-28,14822346.0,Soul Plane,0.926396625,0.926396625
Alfonso Cuarón,130000000.0,2004-05-31,789804554.0,Harry Potter and the Prisoner of Azkaban,6.075419646153846,23.135475007678814
Renny Harlin,27000000.0,2004-05-07,21148829.0,Mindhunters,0.7832899629629629,28.61361529101027
Peter Hewitt,50000000.0,2004-06-10,200804534.0,Garfield,4.01609068,4.3734103371428565
Roland Joffé,27000000.0,1992-04-15,14683921.0,City of Joy,0.5438489259259259,4.018533592519897
Busby Berkeley,802000.0,1942-10-21,4371000.0,For Me and My Gal,5.450124688279302,inf
Delbert Mann,0.0,1961-11-20,8.0,Lover Come Back,inf,inf
John Milius,11000000.0,1978-05-26,0.0,Big Wednesday,0.0,15.24427275297619
Robert Wise,14320000.0,1968-07-18,14000000.0,Star!,0.9776536312849162,inf
Robert Z. Leonard,340.0,1930-04-19,0.0,The Divorcee,0.0,0.0
Allan Dwan,1000000.0,1949-12-14,7800000.0,Sands of Iwo Jima,7.8,7.8
Joseph M. Newman,800000.0,1955-06-01,0.0,This Island Earth,0.0,0.0
William Wyler,2600000.0,1949-10-06,0.0,The Heiress,0.0,42.830117095238094
Cecil B. DeMille,2500000.0,1927-01-01,0.0,The King of Kings,0.0,30.20692282511935
Tom Laughlin,360000.0,1967-08-18,36000000.0,The Born Losers,100.0,100.0
Pan Nalin,3000000.0,2001-01-01,0.0,Samsara,0.0,6.913333333333333
Jerry Schatzberg,1645000.0,1971-07-13,0.0,The Panic in Needle Park,0.0,0.0
Robert Harmon,6000000.0,1986-02-21,5844868.0,The Hitcher,0.9741446666666668,inf
George Sidney,2300000.0,1951-07-13,11000000.0,Show Boat,4.782608695652174,12.06933591719564
Rawson Marshall Thurber,20000000.0,2004-06-18,167722310.0,DodgeBall: A True Underdog Story,8.3861155,20.022704711351352
Steven Spielberg,60000000.0,2004-06-17,219417255.0,The Terminal,3.65695425,309.9980864877447
Keenen Ivory Wayans,37000000.0,2004-06-23,113086475.0,White Chicks,3.056391216216216,25.353913597045896
Irwin Winkler,20000000.0,2004-07-02,0.0,De-Lovely,0.0,5.028543863636363
Chris Delaporte,0.0,2003-01-02,8500.0,Kaena: The Prophecy,inf,inf
Pascal Pinon,0.0,2003-01-02,8500.0,Kaena: The Prophecy,inf,inf
Howard Brookner,4000000.0,1989-11-03,0.0,Bloodhounds of Broadway,0.0,0.0
Kevin Reynolds,20000000.0,1994-09-09,305070.0,Rapa Nui,0.0152535,15.307014085023042
Pekka Parikka,4414000.0,1989-12-30,0.0,The Winter War,0.0,0.0
Ernest R. Dickerson,5000000.0,1992-01-17,20146880.0,Juice,4.029376,8.679044239279278
Gérard Krawczyk,14500000.0,2003-01-29,65497208.0,Taxi 3,4.517048827586207,inf
David Salle,4000000.0,1995-01-01,389503.0,Search and Destroy,0.09737575,0.09737575
Imogen Kimmel,0.0,2000-10-29,4275.0,Secret Society,inf,inf
Marvin J. Chomsky,0.0,1984-03-16,14134877.0,Tank,inf,inf
Sam Raimi,200000000.0,2004-06-25,783766341.0,Spider-Man 2,3.918831705,109.25059223613546
Pieter Jan Brugge,0.0,2004-07-02,12520799.0,The Clearing,inf,inf
Antoine Fuqua,120000000.0,2004-07-07,203567857.0,King Arthur,1.6963988083333332,19.85498955332144
Adam McKay,26000000.0,2004-07-09,90574188.0,Anchorman: The Legend of Ron Burgundy,3.4836226153846157,17.642003537601365
Mark Rosman,19000000.0,2004-07-10,70067909.0,A Cinderella Story,3.687784684210526,29.390692919504648
Alex Proyas,120000000.0,2004-07-15,347234916.0,"I, Robot",2.8936243,14.352929203492064
David Greene,0.0,1978-03-10,5438927.0,Gray Lady Down,inf,inf
John Ford,15000000.0,1962-11-01,50000000.0,How the West Was Won,3.333333333333333,27.414610366083867
George Marshall,15000000.0,1962-11-01,50000000.0,How the West Was Won,3.333333333333333,inf
Richard Thorpe,15000000.0,1962-11-01,50000000.0,How the West Was Won,3.333333333333333,3.333333333333333
Pitof,100000000.0,2004-07-22,82102379.0,Catwoman,0.82102379,0.82102379
Michael Mayer,6500000.0,2004-07-23,1548955.0,A Home at the End of the World,0.2383007692307692,1.6383007692307692
Tony Randel,7000000.0,1995-04-22,0.0,Fist of the North Star,0.0,4.030245
George McCowan,3000000.0,1972-08-01,0.0,The Magnificent Seven Ride!,0.0,0.0
Edward Dmytryk,1455000.0,1968-11-06,2620000.0,Shalako,1.8006872852233675,12.675687285223368
Reggie Rock Bythewood,850000.0,2001-02-03,0.0,Dancing in September,0.0,0.979608375
David Price,8000000.0,1995-08-25,0.0,Dr. Jekyll and Ms. Hyde,0.0,7.756651111111111
Martin Stellman,191051.0,1988-05-17,0.0,For Queen & Country,0.0,0.0
Ken Annakin,5000000.0,1988-07-06,3569939.0,The New Adventures of Pippi Longstocking,0.7139878,12.136170357900163
Daryl Duke,25000000.0,1986-11-07,0.0,Tai-Pan,0.0,0.0
Eric Weston,1000000.0,1981-08-22,0.0,Evilspeak,0.0,0.0
Jonathan Frakes,57000000.0,2004-07-23,28283637.0,Thunderbirds,0.4962041578947368,11.410985393441798
M. Night Shyamalan,60000000.0,2004-07-30,256697520.0,The Village,4.278292,87.82219224542735
Zach Braff,2500000.0,2004-07-28,26781723.0,Garden State,10.7126892,15.094394294545454
Marcus Adams,11500000.0,2003-05-16,0.0,Octane,0.0,inf
Nick Hurran,35000000.0,2004-08-06,22034832.0,Little Black Book,0.6295666285714285,1.1060462414746544
Michael Winterbottom,7500000.0,2003-09-02,0.0,Code 46,0.0,inf
Danny Leiner,9000000.0,2004-05-30,23936908.0,Harold & Kumar Go to White Castle,2.6596564444444444,8.28894282905983
Paul W.S. Anderson,70000000.0,2004-08-12,171183863.0,AVP: Alien vs. Predator,2.445483757142857,33.807540636295926
Hatsuki Tsuji,20000000.0,2004-08-13,29170410.0,Yu-Gi-Oh! The Movie,1.4585205,1.4585205
John Curran,3000000.0,2004-01-20,2037545.0,We Don't Live Here Anymore,0.6791816666666667,inf
Renny Harlin,80000000.0,2004-08-20,78000586.0,Exorcist: The Beginning,0.975007325,28.61361529101027
Norman Taurog,0.0,1967-04-05,1600000.0,Double Trouble,inf,inf
E. Elias Merhige,27000000.0,2004-08-27,13000000.0,Suspect Zero,0.4814814814814814,1.5163586064814814
Lance Rivera,16000000.0,2004-09-03,12.0,The Cookout,7.5e-07,inf
Paul Abascal,20000000.0,2004-09-03,16605763.0,Paparazzi,0.83028815,0.83028815
Paul McGuigan,30000000.0,2004-09-03,13001257.0,Wicker Park,0.4333752333333333,4.57102703128655
John Bradshaw,500000.0,2002-01-01,0.0,Triggermen,0.0,0.0
Paul Rodríguez,0.0,1994-05-15,1221832.0,A Million to Juan,inf,inf
Robert Harmon,0.0,2004-02-13,371396.0,Highwaymen,inf,inf
Prince,0.0,1986-07-02,10090429.0,Under the Cherry Moon,inf,inf
Kevin Tenney,1200000.0,1988-10-14,3109904.0,Night of the Demons,2.5915866666666667,inf
Alexander Witt,45000000.0,2004-09-10,129394835.0,Resident Evil: Apocalypse,2.875440777777778,2.875440777777778
Kerry Conran,70000000.0,2004-09-17,57958696.0,Sky Captain and the World of Tomorrow,0.8279813714285714,0.8279813714285714
