title,runtime,release_year
Dark Blue,118.0,2002.0
Gods and Generals,214.0,2003.0
The Life of David Gale,130.0,2003.0
Old School,91.0,2003.0
Dischord,102.0,2001.0
The Lawless Heart,100.0,2002.0
The Navigators,96.0,2001.0
Open Hearts,113.0,2002.0
Poolhall Junkies,99.0,2002.0
Till Human Voices Wake Us,101.0,2002.0
Stone Reader,127.0,2002.0
Cradle 2 the Grave,101.0,2003.0
Spider,98.0,2002.0
American Heart,110.0,1992.0
Edie & Pen,96.0,1996.0
Insignificance,110.0,1985.0
Lady Jane,142.0,1986.0
Life Stinks,92.0,1991.0
The Meteor Man,100.0,1993.0
Mr. North,93.0,1988.0
Seize the Day,93.0,1986.0
The Slaughter Rule,112.0,2002.0
Teenagers from Outer Space,86.0,1959.0
Trouble Bound,90.0,1993.0
Volcano High,120.0,2001.0
Ten,94.0,2002.0
Bringing Down the House,105.0,2003.0
Tears of the Sun,121.0,2003.0
Irreversible,97.0,2002.0
Laurel Canyon,103.0,2002.0
Nowhere in Africa,140.0,2001.0
The Safety of Objects,121.0,2002.0
Bend It Like Beckham,112.0,2002.0
The Hunted,94.0,2003.0
Willard,100.0,2003.0
Gaudi Afternoon,97.0,2001.0
Prozac Nation,95.0,2001.0
Spun,101.0,2002.0
Under the Skin of the City,92.0,2001.0
King of Kings,168.0,1961.0
The Lost Honor of Katharina Blum,106.0,1975.0
Loving You,101.0,1957.0
The Talk of the Town,118.0,1942.0
Two-Lane Blacktop,102.0,1971.0
Bang the Drum Slowly,96.0,1973.0
The Benny Goodman Story,102.0,1956.0
Born Free,95.0,1966.0
Born Yesterday,100.0,1993.0
Equus,137.0,1977.0
Europa Europa,108.0,1990.0
Fear Strikes Out,100.0,1957.0
The Glenn Miller Story,115.0,1954.0
Green Card,108.0,1990.0
Journey to the Center of the Earth,132.0,1959.0
One Good Cop,105.0,1991.0
Pauline at the Beach,94.0,1983.0
Ringu,96.0,1998.0
Ringu 2,92.0,1999.0
Salaam Bombay!,113.0,1988.0
Sweet Charity,149.0,1969.0
Talent for the Game,91.0,1991.0
Women in Love,131.0,1969.0
Japón,130.0,2002.0
Boat Trip,94.0,2002.0
Dreamcatcher,136.0,2003.0
Piglet's Big Movie,75.0,2003.0
View from the Top,87.0,2003.0
Down & Out With The Dolls,88.0,2003.0
The Awful Truth,91.0,1937.0
The Bible: In the Beginning...,174.0,1966.0
The House with Laughing Windows,110.0,1976.0
I Am Curious (Yellow),121.0,1967.0
Les Dames du Bois de Boulogne,86.0,1945.0
My Friend Flicka,89.0,1943.0
The Robe,135.0,1953.0
Wind,126.0,1992.0
Unknown Pleasures,113.0,2002.0
Basic,98.0,2003.0
The Core,136.0,2003.0
Head of State,95.0,2003.0
What a Girl Wants,105.0,2003.0
Assassination Tango,114.0,2002.0
Raising Victor Vargas,88.0,2002.0
Dreams,119.0,1990.0
Day for Night,115.0,1973.0
Eye of God,84.0,1997.0
In a Lonely Place,94.0,1950.0
Physical Evidence,99.0,1989.0
Square Dance,112.0,1987.0
Wake of the Red Witch,106.0,1948.0
Fellini: I'm a Born Liar,105.0,2003.0
The Good Thief,108.0,2003.0
A Man Apart,109.0,2003.0
Phone Booth,81.0,2002.0
Cet Amour-là,100.0,2001.0
Cowboy Bebop: The Movie,116.0,2001.0
DysFunktional Family,89.0,2003.0
Levity,100.0,2003.0
The Man Without a Past,97.0,2002.0
Anger Management,106.0,2003.0
Better Luck Tomorrow,101.0,2002.0
Ghosts of the Abyss,92.0,2003.0
House of 1000 Corpses,89.0,2003.0
Lilya 4-ever,109.0,2002.0
Marion Bridge,90.0,2003.0
XX/XY,91.0,2002.0
Bulletproof Monk,104.0,2003.0
Chasing Papi,80.0,2003.0
A Mighty Wind,91.0,2003.0
Holes,117.0,2003.0
Malibu's Most Wanted,86.0,2003.0
Winged Migration,98.0,2001.0
Flickering Lights,109.0,2000.0
Straw Dogs,118.0,1971.0
Beginning of the End,73.0,1957.0
The Andromeda Strain,131.0,1971.0
Brainscan,96.0,1994.0
Fahrenheit 451,112.0,1966.0
I Am Trying to Break Your Heart,92.0,2002.0
The Iceman Cometh,239.0,1973.0
Legal Eagles,116.0,1986.0
Married to It,112.0,1993.0
Memories of Me,103.0,1988.0
The Other Side of Heaven,113.0,2001.0
A Private Function,94.0,1984.0
Sibling Rivalry,87.0,1990.0
Undercover Blues,90.0,1993.0
Wildcats,106.0,1986.0
The Wiz,134.0,1978.0
Swords of Blood,104.0,1962.0
The Marrying Man,116.0,1991.0
My Father the Hero,105.0,1991.0
Scenes from a Mall,89.0,1991.0
Stella,109.0,1990.0
Confidence,97.0,2003.0
Identity,90.0,2003.0
It Runs in the Family,109.0,2003.0
The Real Cancun,96.0,2003.0
City of Ghosts,116.0,2002.0
A Decade Under the Influence,152.0,2003.0
House of Fools,104.0,2002.0
Manic,100.0,2001.0
People I Know,100.0,2002.0
Spellbound,97.0,2002.0
The Lizzie McGuire Movie,94.0,2003.0
X2,133.0,2003.0
Blue Car,92.0,2002.0
The Dancer Upstairs,132.0,2002.0
Marooned in Iraq,108.0,2002.0
Owning Mahowny,104.0,2003.0
Daddy Day Care,92.0,2003.0
Man on the Train,90.0,2002.0
Only the Strong Survive,95.0,2002.0
The Shape of Things,96.0,2003.0
The Trip,95.0,2002.0
Washington Heights,89.0,2002.0
101 Reykjavik,88.0,2000.0
A Chorus Line,113.0,1985.0
Absolute Beginners,108.0,1986.0
Beat Street,105.0,1984.0
Breakin' 2: Electric Boogaloo,94.0,1984.0
Breakin',90.0,1984.0
Castle in the Sky,124.0,1986.0
Lambada,104.0,1990.0
Roadie,106.0,1980.0
Les Girls,114.0,1957.0
Gunfight at the O.K. Corral,122.0,1957.0
High Society,111.0,1956.0
Kiss Me Kate,109.0,1953.0
The Matrix Reloaded,138.0,2003.0
Dracula: Pages from a Virgin's Diary,75.0,2002.0
Down with Love,101.0,2003.0
Cinemania,79.0,2002.0
Friends and Family,87.0,2001.0
The Spanish Apartment,122.0,2002.0
Pokémon Heroes: Latios and Latias,71.0,2002.0
Bruce Almighty,101.0,2003.0
The In-Laws,98.0,2003.0
Gigantic (A Tale Of Two Johns),102.0,2002.0
Respiro,95.0,2002.0
Finding Nemo,100.0,2003.0
The Italian Job,110.0,2003.0
Wrong Turn,84.0,2003.0
Capturing the Friedmans,107.0,2003.0
The Three Marias,0.0,2002.0
Together,116.0,2002.0
2 Fast 2 Furious,107.0,2003.0
Love the Hard Way,0.0,2003.0
Whale Rider,101.0,2003.0
Nevada Smith,128.0,1966.0
Once a Thief,103.0,1991.0
Regeneration,114.0,1997.0
Silk Stockings,117.0,1957.0
Snowball Express,93.0,1972.0
A Man Called Horse,114.0,1970.0
For Sale,100.0,1998.0
Big Jake,110.0,1971.0
The Crazies,103.0,1973.0
Dementia 13,75.0,1963.0
Drole de Drame,95.0,1937.0
Le Mans,104.0,1971.0
Murder on a Sunday Morning,111.0,2001.0
Rio Lobo,114.0,1970.0
Siam Sunset,91.0,1999.0
The Swimmer,95.0,1968.0
The White Sheik,86.0,1952.0
Treasure Island,96.0,1950.0
Two Evil Eyes,120.0,1990.0
Walk Don't Run,114.0,1966.0
Animals Are Beautiful People,92.0,1974.0
Bend of the River,91.0,1952.0
Car Wash,97.0,1976.0
Come September,112.0,1961.0
Destry Rides Again,94.0,1939.0
The Electric Horseman,122.0,1979.0
Gay Purr-ee,85.0,1962.0
Intervista,102.0,1987.0
King Rat,134.0,1965.0
Live Wire,85.0,1992.0
Mr & Mrs Bridge,126.0,1990.0
Night Passage,90.0,1957.0
The Rare Breed,97.0,1966.0
Shenandoah,105.0,1965.0
Straight Talk,91.0,1992.0
Oscar,109.0,1991.0
The Sixth Man,107.0,1997.0
The Far Country,97.0,1955.0
The Railway Children,109.0,1970.0
Two Mules for Sister Sara,116.0,1970.0
Winchester '73,92.0,1950.0
Ziggy  Stardust and the Spiders from Mars,90.0,1973.0
Battle Cry,149.0,1955.0
The Courtship of Eddie's Father,118.0,1963.0
Man with a Movie Camera,68.0,1929.0
"Objective, Burma!",142.0,1945.0
Operation Pacific,111.0,1951.0
This Boy’s Life,115.0,1993.0
13 Rue Madeleine,95.0,1947.0
633 Squadron,102.0,1964.0
Attack,107.0,1956.0
Barton Fink,116.0,1991.0
Battle of Britain,132.0,1969.0
Belle Époque,109.0,1992.0
The Big Trail,125.0,1930.0
Cloak and Dagger,106.0,1946.0
The Comancheros,105.0,1961.0
Duel at Diablo,103.0,1966.0
The Flight of the Phoenix,142.0,1965.0
From the Terrace,149.0,1960.0
"Heaven Knows, Mr. Allison",108.0,1957.0
The Hot Rock,101.0,1972.0
"The Long, Hot Summer",115.0,1958.0
Man of Aran,76.0,1934.0
Music Box,124.0,1989.0
North to Alaska,122.0,1960.0
This Man Must Die,113.0,1969.0
Sink the Bismarck!,97.0,1960.0
The Blue Max,156.0,1966.0
The Desert Fox: The Story of Rommel,88.0,1951.0
The Trial,118.0,1962.0
The Unforgiven,125.0,1960.0
The Undefeated,119.0,1969.0
Divine Trash,97.0,1998.0
Good Burger,103.0,1997.0
Jubilee,106.0,1978.0
Mississippi Masala,118.0,1991.0
Quai des Orfèvres,106.0,1947.0
A Stranger Among Us,110.0,1992.0
Cahill U.S. Marshal,103.0,1973.0
Chisum,111.0,1970.0
Defence of the Realm,96.0,1986.0
Eat a Bowl of Tea,102.0,1989.0
Half Moon Street,90.0,1986.0
The Truce,125.0,1997.0
Opportunity Knocks,103.0,1990.0
Shattered,98.0,1991.0
The Song of Bernadette,156.0,1943.0
The Life and Times of Judge Roy Bean,120.0,1972.0
The Spirit of '76,82.0,1990.0
Thoroughly Modern Millie,138.0,1967.0
Where the Heart Is,107.0,1990.0
Dumb and Dumberer: When Harry Met Lloyd,85.0,2003.0
From Justin to Kelly,90.0,2003.0
Hollywood Homicide,116.0,2003.0
Rugrats Go Wild,84.0,2003.0
The Hard Word,102.0,2002.0
The Heart of Me,96.0,2002.0
Jet Lag,91.0,2002.0
Loco Love,94.0,2003.0
Manito,78.0,2002.0
No Turning Back,101.0,2002.0
Tycoon,128.0,2002.0
Alex & Emma,96.0,2003.0
On_Line,97.0,2002.0
Experiment in Terror,123.0,1962.0
Is Paris Burning?,175.0,1966.0
Murphy's War,107.0,1971.0
Orphans of the Storm,150.0,1921.0
The Satanic Rites of Dracula,87.0,1973.0
Strange Planet,96.0,1999.0
28 Days Later,113.0,2002.0
Charlie's Angels: Full Throttle,106.0,2003.0
Gasoline,90.0,2001.0
Ed and His Dead Mother,93.0,1993.0
Fulltime Killer,102.0,2001.0
Just a Little Harmless Sex,98.0,1999.0
The Bank,104.0,2001.0
Ali: Fear Eats the Soul,93.0,1974.0
"Bodies, Rest & Motion",95.0,1993.0
Jesus,117.0,1979.0
The Long Ships,126.0,1964.0
Made for Each Other,92.0,1939.0
Ring of Terror,71.0,1962.0
You Only Live Once,86.0,1937.0
Anastasia,105.0,1956.0
The Babe,115.0,1992.0
Flight of the Intruder,115.0,1991.0
Fun with Dick and Jane,95.0,1977.0
Knights of the Round Table,115.0,1953.0
The Main Event,112.0,1979.0
Man's Favorite Sport?,120.0,1964.0
Mr. Baseball,108.0,1992.0
Never on Sunday,91.0,1960.0
Nuts,116.0,1987.0
Rhapsody in August,98.0,1991.0
Scaramouche,115.0,1952.0
Start the Revolution Without Me,90.0,1970.0
The Tenant,125.0,1976.0
The Advocate,102.0,1993.0
Up the Sandbox,97.0,1972.0
"What's Up, Doc?",94.0,1972.0
Hulk,138.0,2003.0
"Legally Blonde 2: Red, White & Blonde",95.0,2003.0
Sinbad: Legend of the Seven Seas,86.0,2003.0
Terminator 3: Rise of the Machines,109.0,2003.0
Swimming Pool,102.0,2003.0
Pirates of the Caribbean: The Curse of the Black Pearl,143.0,2003.0
Madame Satã,139.0,2002.0
The League of Extraordinary Gentlemen,110.0,2003.0
The Cuckoo,100.0,2002.0
The Holy Land,102.0,2001.0
The Housekeeper,91.0,2002.0
I Capture the Castle,113.0,2003.0
Km. 0,108.0,2000.0
Northfork,103.0,2003.0
Bad Boys II,147.0,2003.0
How to Deal,99.0,2003.0
Johnny English,88.0,2003.0
The Anarchist Cookbook,101.0,2002.0
Dirty Pretty Things,97.0,2002.0
L'imbalsamatore,101.0,2002.0
Garage Days,105.0,2002.0
On the Run,117.0,2002.0
The Sea Is Watching,119.0,2002.0
Born to Be Wild,100.0,1995.0
Curly Sue,101.0,1991.0
Little Giants,107.0,1994.0
Loose Cannons,94.0,1990.0
The Mouse That Roared,83.0,1959.0
Spencer's Mountain,118.0,1963.0
Masked and Anonymous,112.0,2003.0
Lara Croft Tomb Raider: The Cradle of Life,117.0,2003.0
Seabiscuit,141.0,2003.0
Spy Kids 3-D: Game Over,84.0,2003.0
Buffalo Soldiers,98.0,2001.0
Camp,114.0,2003.0
Hotel,93.0,2001.0
"Lucía, Lucía",110.0,2003.0
Mondays in the Sun,113.0,2002.0
Scorched,95.0,2003.0
Avanti!,140.0,1972.0
Eve of Destruction,99.0,1991.0
Gator,115.0,1976.0
Juggernaut,109.0,1974.0
Kickboxer 2:  The Road Back,89.0,1991.0
"Kiss Me, Stupid",125.0,1964.0
"One, Two, Three",115.0,1961.0
Possible Loves,0.0,2001.0
The Private Life of Sherlock Holmes,125.0,1970.0
Remo Williams: The Adventure Begins...,121.0,1985.0
The Blood of Heroes,100.0,1989.0
"What's Up, Tiger Lily?",80.0,1966.0
White Lightning,101.0,1973.0
American Wedding,103.0,2003.0
Gigli,121.0,2003.0
And Now... Ladies and Gentlemen...,133.0,2002.0
Boys Life 4: Four Play,0.0,2003.0
I'll Be There,105.0,2003.0
The Magdalene Sisters,119.0,2002.0
The Secret Lives of Dentists,104.0,2002.0
Freaky Friday,97.0,2003.0
Seaside,90.0,2002.0
S.W.A.T.,117.0,2003.0
Le Divorce,117.0,2003.0
Princess Blade,95.0,2001.0
Step Into Liquid,87.0,2003.0
Accattone,120.0,1961.0
The Making of '...And God Spoke',82.0,1994.0
Big Trouble,93.0,1986.0
Brain Damage,86.0,1988.0
A Double Life,104.0,1947.0
Hawks and Sparrows,89.0,1966.0
The Man in the Glass Booth,117.0,1975.0
Purpose,96.0,2002.0
The Red Pony,91.0,1949.0
Sex & the Other Man,89.0,1995.0
The Gospel According to Matthew,137.0,1964.0
The Honeymoon Killers,108.0,1970.0
Umberto D.,89.0,1952.0
Brother's Keeper,104.0,1992.0
The Day of the Dolphin,104.0,1973.0
I Love You to Death,94.0,1990.0
Freddy vs. Jason,97.0,2003.0
Grind,105.0,2003.0
Open Range,139.0,2003.0
Shaolin Soccer,113.0,2001.0
Uptown Girls,92.0,2003.0
American Splendor,101.0,2003.0
The Backyard,80.0,2002.0
Carnage,130.0,2002.0
Passionada,108.0,2003.0
Agent Cody Banks,102.0,2003.0
Camp Nowhere,96.0,1994.0
The Cemetery Club,107.0,1993.0
Changing Habits,95.0,1997.0
Hot Dog... The Movie,96.0,1984.0
House of Wax,90.0,1953.0
The Inn of the Sixth Happiness,158.0,1958.0
Man's Best Friend,97.0,1993.0
Of Unknown Origin,88.0,1983.0
Royal Deceit,85.0,1994.0
Rowing with the Wind,126.0,1988.0
The Rachel Papers,95.0,1989.0
The Sure Thing,100.0,1985.0
Thrashin',93.0,1986.0
Valley Girl,99.0,1983.0
Wait Until Dark,108.0,1967.0
Where the Rivers Flow North,106.0,1993.0
Code Unknown,118.0,2000.0
Showdown in Little Tokyo,79.0,1991.0
Tokyo Story,136.0,1953.0
The Green Ray,98.0,1986.0
THX 1138,86.0,1971.0
Valley of the Dolls,123.0,1967.0
The Business of Fancydancing,103.0,2002.0
Chunhyang,120.0,2000.0
Tunes of Glory,102.0,1960.0
Kind Hearts and Coronets,106.0,1949.0
Ash Wednesday,99.0,2002.0
Joe Kidd,88.0,1972.0
The Keep,96.0,1983.0
Atragon,96.0,1963.0
The Mysterians,89.0,1957.0
Attack of the Puppet People,79.0,1958.0
"The Beast from 20,000 Fathoms",80.0,1953.0
10,122.0,1979.0
Tremors,96.0,1990.0
The Red Shoes,133.0,1948.0
Me & Isaac Newton,0.0,2000.0
The Pink Panther,115.0,1963.0
The Pink Panther Strikes Again,103.0,1976.0
Commando,90.0,1985.0
Dracula,109.0,1979.0
The Discreet Charm of the Bourgeoisie,101.0,1972.0
Waco: The Rules of Engagement,136.0,1997.0
The Road Home,89.0,1999.0
Ikiru,143.0,1952.0
Comic Book Villains,92.0,2002.0
An Angel at My Table,158.0,1990.0
War Photographer,96.0,2001.0
"Ay, Carmela!",102.0,1990.0
War and Peace,148.0,2002.0
Far Away,120.0,2001.0
Incident at Oglala,89.0,1992.0
Predictions of Fire,90.0,1996.0
The Handmaid's Tale,108.0,1990.0
Revolution OS,85.0,2001.0
Live Nude Girls Unite!,75.0,2000.0
All the Little Animals,112.0,1999.0
Earth,101.0,1998.0
Fire,108.0,1996.0
Death in Venice,130.0,1971.0
Marci X,84.0,2003.0
The Medallion,88.0,2003.0
My Boss's Daughter,83.0,2003.0
Autumn Spring,95.0,2001.0
The Battle of Shaker Heights,79.0,2003.0
Don't Tempt Me,95.0,2001.0
Dust,127.0,2001.0
Stoked: The Rise And Fall Of Gator,82.0,2004.0
Venus Boyz,102.0,2002.0
Suddenly,90.0,2002.0
Jeepers Creepers 2,104.0,2003.0
Bollywood/Hollywood,101.0,2002.0
Civil Brand,95.0,2003.0
Nola,97.0,2003.0
Once Upon a Time in the Midlands,104.0,2002.0
The Other Side of the Bed,114.0,2002.0
Zero Day,92.0,2003.0
Dickie Roberts: Former Child Star,98.0,2003.0
The Order,102.0,2003.0
Home Room,133.0,2002.0
Party Monster,98.0,2003.0
Taking Sides,108.0,2001.0
Cabin Fever,93.0,2003.0
Matchstick Men,116.0,2003.0
Once Upon a Time in Mexico,102.0,2003.0
Dummy,91.0,2002.0
Lost in Translation,102.0,2003.0
Millennium Actress,87.0,2001.0
So Close,110.0,2002.0
Children Of The Night,92.0,1991.0
Daisy Miller,91.0,1974.0
Enlightenment Guaranteed,109.0,2000.0
Gotcha!,101.0,1985.0
Hard to Hold,93.0,1984.0
Kuffs,102.0,1992.0
Once Upon a Time in China,134.0,1991.0
Once Upon a Time in China II,113.0,1992.0
Once Upon a Time in China III,105.0,1993.0
Paper Moon,102.0,1973.0
Sgt. Pepper's Lonely Hearts Club Band,113.0,1978.0
A Song for Martin,118.0,2001.0
Targets,90.0,1968.0
The Ugly American,115.0,1963.0
The Bostonians,122.0,1984.0
Convoy,110.0,1978.0
Day of the Dead,96.0,1985.0
"Hello, Dolly!",146.0,1969.0
I'm Going Home,90.0,2001.0
Memoirs of an Invisible Man,99.0,1992.0
The Rose,125.0,1979.0
See No Evil,89.0,1971.0
Super Sucker,93.0,2002.0
Indiscretion of an American Wife,90.0,1953.0
At War with the Army,93.0,1950.0
Bingo,90.0,1991.0
God Told Me To,91.0,1976.0
"I, Madman",89.0,1989.0
Jungle Book,108.0,1942.0
Once Bitten,94.0,1985.0
Shrimp on the Barbie,90.0,1990.0
Squirm,92.0,1976.0
The Adventures of Huckleberry Finn,107.0,1960.0
The Brood,92.0,1979.0
The Prince and the Pauper,118.0,1937.0
Anything Else,108.0,2003.0
Cold Creek Manor,118.0,2003.0
The Fighting Temptations,122.0,2003.0
Secondhand Lions,111.0,2003.0
Underworld,121.0,2003.0
Bubba Ho-tep,92.0,2002.0
Casa de los Babys,96.0,2003.0
Demonlover,121.0,2002.0
Esmeraldero,0.0,2003.0
Close Your Eyes,108.0,2002.0
In This World,88.0,2002.0
Yossi & Jagger,65.0,2002.0
Duplex,89.0,2003.0
The Rundown,104.0,2003.0
Under the Tuscan Sun,113.0,2003.0
Camera Obscura,0.0,2000.0
Kart Racer,94.0,2003.0
Luther,123.0,2003.0
Mambo Italiano,92.0,2003.0
My Life Without Me,106.0,2003.0
National Lampoon Presents Dorm Daze,96.0,2003.0
To Be and to Have,104.0,2002.0
The Triplets of Belleville,80.0,2003.0
Videodrome,87.0,1983.0
Life and Debt,80.0,2003.0
Lagaan: Once Upon a Time in India,224.0,2001.0
Judgment at Nuremberg,186.0,1961.0
Journey of Hope,110.0,1990.0
"Same Time, Next Year",119.0,1978.0
A Brief History of Time,80.0,1991.0
Jacob the Liar,100.0,1974.0
Leningrad Cowboys Go America,78.0,1989.0
The Rules of the Game,110.0,1939.0
The Song Remains the Same,137.0,1976.0
Seven Brides for Seven Brothers,102.0,1954.0
Kiss of the Spider Woman,120.0,1985.0
All the President's Men,138.0,1976.0
Angie,107.0,1994.0
The Apartment,116.0,1996.0
Avalon,107.0,2001.0
Babette's Feast,102.0,1987.0
The Barber of Siberia,180.0,1998.0
Beethoven,87.0,1992.0
Beethoven's 2nd,89.0,1993.0
Black Moon Rising,100.0,1986.0
Boyz n the Hood,112.0,1991.0
Bugsy,134.0,1991.0
Bugsy Malone,93.0,1976.0
By the Sword,91.0,1991.0
Cobra,87.0,1986.0
Common Wealth,105.0,2000.0
Consenting Adults,99.0,1992.0
Phenomena,116.0,1985.0
Crimewave,83.0,1985.0
Crying Freeman,102.0,1995.0
Time and Tide,113.0,2000.0
The Meaning of Life,107.0,1983.0
Where Eagles Dare,155.0,1968.0
Tightrope,115.0,1984.0
Sleeping with the Enemy,99.0,1991.0
PCU,79.0,1994.0
The Rookie,120.0,1990.0
The Ghost & Mr. Chicken,90.0,1966.0
City Heat,93.0,1984.0
Into the Night,115.0,1985.0
Three O'Clock High,97.0,1987.0
White Hunter Black Heart,112.0,1990.0
Come and See,142.0,1985.0
A Rage in Harlem,115.0,1991.0
Ginger Snaps,108.0,2000.0
More American Graffiti,110.0,1979.0
The Ballad of Little Jo,121.0,1993.0
Under Suspicion,99.0,1991.0
Ruby,110.0,1992.0
The Reluctant Astronaut,101.0,1967.0
The Shakiest Gun in the West,101.0,1968.0
It's Pat,74.0,1994.0
Sunday in the Country,93.0,1974.0
The Gun in Betty Lou's Handbag,89.0,1992.0
Sudden Fear,110.0,1952.0
Nobody's Baby,110.0,2001.0
Regarding Henry,108.0,1991.0
The Debut,88.0,2000.0
Wilder Napalm,109.0,1993.0
Contamination,95.0,1980.0
The Amazing Transparent Man,57.0,1960.0
Love Affair,88.0,1939.0
Once in the Life,107.0,2000.0
Try Seventeen,96.0,2002.0
The Hospital,103.0,1971.0
Article 99,100.0,1992.0
Images,101.0,1972.0
Eureka,130.0,1983.0
Oleanna,89.0,1994.0
Chattahoochee,97.0,1989.0
Tough Guys Don't Dance,110.0,1987.0
There Goes My Baby,99.0,1994.0
Kingdom of the Spiders,97.0,1977.0
Scrooge,113.0,1970.0
Leap of Faith,108.0,1992.0
Gas Food Lodging,101.0,1992.0
In Cold Blood,134.0,1967.0
Campus Man,94.0,1987.0
The Bedford Incident,102.0,1965.0
Murderous Maids,94.0,2000.0
Yankee Doodle Dandy,126.0,1942.0
Ninja Scroll,94.0,1993.0
Knife in the Water,94.0,1962.0
The Devil and Daniel Webster,107.0,1941.0
Mobsters,104.0,1991.0
Charlotte Sometimes,85.0,2002.0
Out of Time,105.0,2003.0
School of Rock,108.0,2003.0
Concert for George,140.0,2002.0
The Event,114.0,2003.0
9 Dead Gay Guys,83.0,2003.0
The Station Agent,88.0,2003.0
Wonderland,104.0,2003.0
Bus 174,150.0,2002.0
Mystic River,138.0,2003.0
Good Boy!,87.0,2003.0
House of the Dead,90.0,2003.0
Intolerable Cruelty,100.0,2003.0
Kill Bill: Vol. 1,111.0,2003.0
Dopamine,79.0,2003.0
The Flower of Evil,104.0,2003.0
Girls Will Be Girls,79.0,2003.0
Porn Theater,90.0,2002.0
Runaway Jury,127.0,2003.0
The Texas Chainsaw Massacre,98.0,2003.0
Pieces of April,81.0,2003.0
Returner,116.0,2002.0
Sylvia,109.0,2003.0
Veronica Guerin,98.0,2003.0
In the Cut,119.0,2003.0
Beyond Borders,127.0,2003.0
Radio,109.0,2003.0
Scary Movie 3,84.0,2003.0
Brother Bear,85.0,2003.0
Elephant,81.0,2003.0
Gypsy 83,94.0,2001.0
The Singing Detective,109.0,2003.0
The Italian Job,99.0,1969.0
Impulse,91.0,1984.0
Normal,110.0,2003.0
Shoah,566.0,1985.0
Unconditional Love,124.0,2002.0
Sweet Sixteen,106.0,2002.0
Alien from L.A.,87.0,1988.0
Black Sunday,143.0,1977.0
Men of Respect,113.0,1990.0
Interstate 60,116.0,2002.0
Lipstick,89.0,1976.0
Storyville,113.0,1992.0
That was Then... This is Now,102.0,1985.0
Holy Matrimony,93.0,1994.0
The Black Scorpion,88.0,1957.0
The Eye,98.0,2002.0
Captain Kronos: Vampire Hunter,91.0,1974.0
The Jolson Story,128.0,1946.0
You'll Never Get Rich,88.0,1941.0
Frankenstein and the Monster from Hell,93.0,1973.0
Preaching to the Perverted,100.0,1997.0
Chicago Joe and the Showgirl,103.0,1990.0
The Magic Sword,80.0,1962.0
Promised Land,102.0,1987.0
Aparajito,110.0,1956.0
The Hired Hand,90.0,1971.0
Le Cercle Rouge,140.0,1970.0
Man of Marble,165.0,1977.0
Sherlock Holmes and the Voice of Terror,65.0,1942.0
Sherlock Holmes Faces Death,68.0,1943.0
Sherlock Holmes in Washington,71.0,1943.0
The Solid Gold Cadillac,99.0,1956.0
The Human Stain,106.0,2003.0
"Die, Mommie, Die!",90.0,2003.0
Dirt,102.0,2001.0
Girlhood,82.0,2003.0
Mail Order Bride,84.0,2003.0
Shattered Glass,94.0,2003.0
Suspended Animation,114.0,2001.0
The Matrix Revolutions,129.0,2003.0
The Revolution Will Not Be Televised,74.0,2003.0
Elf,97.0,2003.0
Standard Time,102.0,2002.0
Billabong Odyssey,88.0,2003.0
Gloomy Sunday,112.0,1999.0
In My Skin,93.0,2002.0
Just an American Boy,0.0,2003.0
Love Actually,135.0,2003.0
Love Forbidden,96.0,2002.0
Father of the Bride,105.0,1991.0
Looney Tunes: Back in Action,90.0,2003.0
Master and Commander: The Far Side of the World,138.0,2003.0
Tupac: Resurrection,112.0,2003.0
The Big Empty,94.0,2003.0
The Missing,135.0,2003.0
The Cat in the Hat,82.0,2003.0
Gothika,98.0,2003.0
21 Grams,124.0,2003.0
The Barbarian Invasions,99.0,2003.0
Blue Gate Crossing,85.0,2002.0
Bad Santa,91.0,2003.0
The Haunted Mansion,87.0,2003.0
Timeline,116.0,2003.0
Marquis,83.0,1989.0
Damage,111.0,1992.0
OT: Our Town,0.0,2002.0
Devil's Playground,77.0,2002.0
Dance with a Stranger,102.0,1985.0
Journeys with George,79.0,2002.0
Darkman,96.0,1990.0
Dead of Night,103.0,1945.0
Death Machine,117.0,1994.0
The Last Battle,90.0,1983.0
Desk Set,103.0,1957.0
Europa,112.0,1991.0
The Watermelon Woman,90.0,1996.0
Final Analysis,117.0,1992.0
The Freshman,102.0,1990.0
Funny Games,103.0,1997.0
Tales from the Crypt,92.0,1972.0
New Jack City,97.0,1991.0
Slacker,97.0,1990.0
WarGames,114.0,1983.0
Mr. Hobbs Takes a Vacation,116.0,1962.0
Ordet,126.0,1955.0
Forbidden Games,86.0,1952.0
Jane Eyre,97.0,1943.0
A Tale of Two Cities,128.0,1935.0
The Passion of Joan of Arc,110.0,1928.0
Ben-Hur: A Tale of the Christ,143.0,1925.0
The Cabinet of Dr. Caligari,78.0,1920.0
Broken Blossoms,90.0,1919.0
Gorky Park,128.0,1983.0
The First Great Train Robbery,110.0,1979.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",143.0,1984.0
Guarding Tess,96.0,1994.0
Hannah and Her Sisters,107.0,1986.0
The Hard Way,111.0,1991.0
Hercules in New York,91.0,1969.0
Highlander II: The Quickening,91.0,1991.0
Hoffa,140.0,1992.0
House of Cards,109.0,1993.0
Housesitter,102.0,1992.0
Hudson Hawk,100.0,1991.0
Invasion of the Body Snatchers,115.0,1978.0
Mindwalk,111.0,1990.0
